Check,Card # ,Card Name ,Type ,Rarity ,Value,Attribute ,Sub Type ,Level ,ATK ,DEF ,Card Text 
,RDS-EN011 ,Heavy Mech Support Platform ,Union Monster ,Common ,,Dark ,Machine ,3,500,500,"""Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to a face-up Machine-Type monster on your side of the field as an Equip Spell Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. When equipped to a monster by this card's effect, that monster's ATK/DEF is increased by 500 points. (1 monster can only be equipped with 1 Union Monster at a time. If the monster that this card is equipped to is destroyed, this card is destroyed instead.)"" "
,RDS-EN012 ,Perfect Machine King ,Effect Monster ,Ultra Rare/Ulti ,,Earth ,Machine ,8,2700,1500,Increase the ATK of this card by 500 points for each Machine-Type monster on the field other than this card. 
,RDS-EN013 ,Element Magician ,Effect Monster ,Common ,,Light ,Spellcaster ,4,1500,1200,"""This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field:
- WATER: Control of this card cannot switch.
- WIND: If this card destroyed your opponent's monster as a result of battle, it can attack once again in a row."" "
,RDS-EN014 ,Element Saurus ,Effect Monster ,Common ,,Dark ,Dinosaur ,4,1500,1200,"This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field:
- FIRE: Increase the ATK of this card by 500 points.
- EARTH: Negate the effect of an Effect Monster that is destroyed by this monster as a result of battle. "
,RDS-EN015 ,Roc From the Valley of Haze ,Effect Monster ,Common ,,Wind ,Winged Beast ,6,2400,1400,"""When this card is sent directly from your hand to the Graveyard, add this card to the Deck and shuffle it."" "
,RDS-EN016 ,Sasuke Samurai #4 ,Effect Monster ,Rare/Ultimate R ,,Wind ,Warrior ,4,1200,1200,"""If this card battles a monster, toss a coin and call heads or tails before damage calculation. If you call it right, destroy the opponent's monster with this effect."" "
,RDS-EN017 ,Harpie Lady 1 ,Effect Monster ,Common ,,Wind ,Winged Beast ,4,1300,1400,"""This card's name is treated as ""Harpie Lady"". As long as this card remains on the field, increase the ATK of all WIND monsters by 300 points."" "
,RDS-EN018 ,Harpie Lady 2 ,Effect Monster ,Common ,,Wind ,Winged Beast ,4,1300,1400,"""This card's name is treated as ""Harpie Lady"". Negate the effects of any Flip Effect Monsters that are destroyed by this monster as a result of battle."" "
,RDS-EN019 ,Harpie Lady 3 ,Effect Monster ,Common ,,Wind ,Winged Beast ,4,1300,1400,"""This card's name is treated as ""Harpie Lady"". Your opponent's monster that battles with this card cannot declare an attack for your opponent's next 2 turns."" "
,RDS-EN020 ,Raging Flame Sprite ,Effect Monster ,Common ,,Fire ,Pyro ,3,100,200,"""This card can attack your opponent's Life Points directly. Each time this card successfully attacks directly, increase the ATK of this card by 1000 points."" "
,RDS-EN021 ,Thestalos the Firestorm Monarch ,Effect Monster ,Super Rare/Ulti ,,Fire ,Pyro ,6,2400,1000,"""When this card is Tribute Summoned successfully, randomly discard 1 card from your opponent's hand to the Graveyard. If the discarded card was a Monster Card, inflict damage to your opponent's Life Points equal to the Level of the monster x 100 points."" "
,RDS-EN022 ,Eagle Eye ,Effect Monster ,Common ,,Wind ,Winged Beast ,3,1300,1200,"""When this card is Normal Summoned successfully, no Trap Cards can be activated."" "
,RDS-EN023 ,Tactical Espionage Expert ,Effect Monster ,Common ,,Earth ,Warrior ,3,1300,1200,"""When this card is Normal Summoned successfully, no Trap Cards can be activated."" "
,RDS-EN024 ,Invasion of Flames ,Effect Monster ,Common ,,Fire ,Pyro ,3,1300,1200,"""When this card is Normal Summoned successfully, no Trap Cards can be activated."" "
,RDS-EN025 ,Creeping Doom Manta ,Effect Monster ,Common ,,Water ,Fish ,3,1300,1200,"""When this card is Normal Summoned successfully, no Trap Cards can be activated."" "
,RDS-EN026 ,Pitch-Black Warwolf ,Effect Monster ,Common ,,Dark ,Beast-Warrior ,4,1600,600,"""As long as this card remains face-up on your side of the field, your opponent cannot activate Trap Cards during the Battle Phase."" "
,RDS-EN027 ,Mirage Dragon ,Effect Monster ,Common ,,Light ,Dragon ,4,1600,600,"""As long as this card remains face-up on your side of the field, your opponent cannot activate Trap Cards during the Battle Phase."" "
,RDS-EN028 ,Gaia Soul the Combustible Collective ,Effect Monster ,Rare/Ultimate R ,,Fire ,Pyro ,4,2000,0,"""You can tribute up to 2 Pyro-Type Monsters on your side of the field. If you do this, increase the ATK of this monster by the number of Tributed monsters x 1000 points. When this card attacks with an ATK that is higher than the DEF of your opponent's Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points. Destroy this card during the End Phase."" "
,RDS-EN029 ,Fox Fire ,Effect Monster ,Common ,,Fire ,Pyro ,2,300,200,"""During the End Phase of a turn when this face-up card was destroyed as a result of battle, Special Summon this card from the Graveyard to your side of the field. This card cannot be Tributed for a Tribute Summon."" "
,RDS-EN030 ,Big Core ,Effect Monster ,Super Rare/Ulti ,,Dark ,Machine ,6,2300,1100,"""Put 3 counters on this card when you Normal Summon it. This card is not destroyed as a result of battle. If this card battles a monster, remove 1 counter from this card at the end of the Damage Step. If this card battles without a counter, destroy this card at the end of the Damage Step."" "
,RDS-EN031 ,"Fusilier Dragon, The Dual-Mode Beast ",Effect Monster ,Rare/Ultimate R ,,Dark ,Machine ,7,2800,2000,"""This card can be Normal Summoned or Set without Tribute. In that case, the original ATK/DEF of this card become halved."" "
,RDS-EN032 ,Dekoichi the Battlechanted Locomoti ,Effect Monster ,Rare/Ultimate R ,,Dark ,Machine ,4,1400,1000,"""FLIP: Draw 1 card. If you have face-up ""Bokoichi, the Freightening Car"" card(s) on your side of the field, draw an additional card for each of them."" "
,RDS-EN033 ,A-Team: Trap Disposal Unit ,Effect Monster ,Rare/Ultimate R ,,Fire ,Machine ,2,300,400,"""This effect may be used during either's players turn. When your opponent activates a Trap Card, Tribute this face-up card to negate the activation of the Trap Card and destroy it."" "
,RDS-EN034 ,Homumculus the Alchemic Being ,Effect Monster ,Common ,,Light ,Plant ,4,1800,1600,You can change the Attribute of this monster. This effect can only be used once per turn. 
,RDS-EN035 ,Dark Blade the Dragon Knight ,Fusion/Effect Monster ,Rare/Ultimate R ,,Dark ,Warrior ,6,2200,1500,"""Dark Blade"" + ""Pitch-Dark Dragon"": Each time this card inflicts Battle Damage to your opponent, you can select up to 3 Monster Cards from your opponent's Graveyard and remove them from play."" "
,RDS-EN036 ,Mokey Mokey King ,Fusion/Effect Monster ,Common ,,Light ,Fairy ,6,300,100,"""Mokey Mokey"" + ""Mokey Mokey"" + ""Mokey Mokey"": When this card is removed from the field, you can Special Summon as many ""Mokey Mokey"" as possible from your Graveyard."" "
,RDS-EN037 ,Serial Spell ,Spell ,Rare/Ultimate R ,,,Quick-Play ,,,,You can only activate this card when you activate one of your Normal Spell Cards. Discard all the cards in your hand to the Graveyard. The effect of this card becomes the same as the Normal Spell Card. 
,RDS-EN038 ,Harpies' Hunting Ground ,Spell ,Common ,,,Field ,,,,"""When ""Harpie Lady"" or ""Harpie Lady Sisters"" is Normal Summoned or Special Summoned to the field, destroy 1 Spell or Trap card on the field. Increase the ATK and DEF of all face-up Winged Beast-Type monsters on the field by 200 points."" "
,RDS-EN039 ,Triangle Ecstacy Spark ,Spell ,Super Rare/Ulti ,,,Normal ,,,,"""Until the End Phase of this turn, the ATK of all ""Harpie Lady Sisters"" becomes 2700, your opponent cannot activate any Trap Cards, and the effect of every Trap Card on your opponent's side of the field is negated."" "
,RDS-EN040 ,Necklace of Command ,Spell ,Rare/Ultimate R ,,,Equip ,,,,"""When a monster on your side of the field equipped with this card is destroyed as a result of battle, and this card is sent to the Graveyard, select and activate 1 of the following effects:
- Draw 1 card from your deck.
- Randomly discard 1 card from your opponent's hand to the Graveyard."" "
,RDS-EN041 ,Machine Duplication ,Spell ,Rare/Ultimate R ,,,Normal ,,,,Select 1 Machine-Type monster with an ATK of 500 or less on your side of the field and activate this card. You can Special Summon up to 2 cards with the same name from your Deck. 
,RDS-EN042 ,Flint ,Spell ,Rare/Ultimate R ,,,Equip ,,,,"""A monster equipped with this card cannot change its Battle Position or attack, and has its ATK decreased by 300 points. If the equipped monster is destroyed, select 1 monster on the field and equip this card to that monster."" "
,RDS-EN043 ,Mokey Mokey Smackdown ,Spell ,Common ,,,Continuous ,,,,"""While a face-up ""Mokey Mokey"" is on your side of the field, if a Fairy-Type monster on your side of the field is destroyed, the ATK of all ""Mokey Mokey"" on your side of the field becomes 3000 until the End Phase of this turn."" "
,RDS-EN044 ,Back to Square One ,Spell ,Common ,,,Normal ,,,,Discard 1 card from your hand. Return 1 monster on the field to the top of the owner's Deck. 
,RDS-EN045 ,Monster Reincarnation ,Spell ,Super Rare/Ulti ,,,Normal ,,,,Discard 1 card from your hand. Add 1 Monster Card from your Graveyard to your hand. 
,RDS-EN046 ,Ballista of Rampart Smashing ,Spell ,Common ,,,Equip ,,,,"""If a monster equipped with this card attacks a face-down Defense Position monster, increase the ATK of the equipped monster by 1500 points."" "
,RDS-EN047 ,Lighten the Load ,Spell ,Common ,,,Continuous ,,,,"""Add 1 Level 7 or higher monster from your hand to your Deck and shuffle it, then draw 1 card. You can only use this effect once per turn."" "
,RDS-EN048 ,Malice Dispersion ,Spell ,Common ,,,Quick-Play ,,,,Discard 1 card from your hand. Destroy all face-up Continuous Trap Cards on the field. 
,RDS-EN049 ,Tragedy ,Trap ,Super Rare/Ulti ,,,Normal ,,,,You can only activate this card when a monster on your opponent's side of the field in face-up Attack Position is changed to face-up Defense Position. Destroy all Defense Position monsters on your opponent's side of the field. 
,RDS-EN050 ,Divine Wrath ,Trap ,Super Rare/Ulti ,,,Counter ,,,,Discard 1 card from your hand. Negate the activation and the effect of an Effect Monster and destroy the monster. 
,RDS-EN051 ,Xing Zhen Hu ,Trap ,Common ,,,Continuous ,,,,"""Select 2 Set Spell or Trap Cards on the field and activate this card. As long as this card remains on the field, the selected Spell or Trap Cards cannot be activated."" "
,RDS-EN052 ,Rare Metalmorph ,Trap ,Rare/Ultimate R ,,,Continuous ,,,,"""Increase the ATK of 1 Machine-Type monster on the field by 500 points. Only once, negate the effect of a Spell Card that designates the monster. When the selected monster is removed from the field, destroy this card."" "
,RDS-EN053 ,Fruits of Kozaky's Studies ,Trap ,Common ,,,Normal ,,,,Look at the top 3 cards of your Deck and return those cards to the top of the Deck in any order. 
,RDS-EN054 ,Mind Haxorz ,Trap ,Common ,,,Normal ,,,,Pay 500 Life Points. Look at your opponent's hand and all Set cards on his/her side of the field. 
,RDS-EN055 ,Fuh-Rin-Ka-Zan ,Trap ,Common ,,,Normal ,,,,"""You can only activate this card when there are at least 1 monster each of WIND, WATER, FIRE and EARTH Attributes face-up on the field. Select and resolve 1 of the following effects:
- Destroy all monsters on your opponent's side of the field.
- Destroy all Spell and Trap Cards on your opponent's side of the field.
- Randomly discard 2 cards from your opponent's hand.
- Draw 2 cards."" "
,RDS-EN056 ,Chain Burst ,Trap ,Rare/Ultimate R ,,,Continuous ,,,,Inflict 1000 points of damage to each player who activates a Trap Card. 
,RDS-EN057 ,Pikeru's Circle of Enchantment ,Trap ,Super Rare/Ulti ,,,Normal ,,,,Damage to the controller of this card from card effects becomes 0 until the End Phase of this turn. 
,RDS-EN058 ,Spell Purification ,Trap ,Common ,,,Normal ,,,,Discard 1 card from your hand. Destroy all face-up Continuous Spell Cards on the field. 
,RDS-EN059 ,Astral Barrier ,Trap ,Common ,,,Continuous ,,,,"""If your opponent's monster attacks a monster on your side of the field, you can make the attack a direct attack to your Life Points."" "
,RDS-EN060 ,Covering Fire ,Trap ,Rare/Ultimate R ,,,Normal ,,,,"""If your opponent's monster attacks a monster on your side of the field, you can activate this card during the Damage Step. Increase the ATK of your attacked monster by the ATK of 1 other face-up monster on your side of the field during the Damage Step."" "
,RDS-ENSE1,Diffusion Wave-Motion,,,,,,,,,
,RDS-ENSE2,Dark Magician Girl,,,,,,,,,
,RDS-ENSE3,Judgment of Anubis,,,,,,,,,
,RDS-ENSE4,Vampire Lord,,,,,,,,,
