Check,Card # ,Card Name ,Type ,Rarity ,Value,Attribute ,Sub Type ,Level ,ATK ,DEF ,Card Text 
,DREV-EN016 ,Delta Flyer ,Tuner Monster ,Rare ,,Wind ,Dragon ,3,1500,900,"Once per turn, you can select 1 other face-up monster you control and increase its Level by 1. "
,DREV-EN017 ,Rhinotaurus ,Effect Monster ,Common ,,Fire ,Beast-Warrior ,4,1800,600,"If 2 or more of your opponent's monsters are destroyed by battle with your monsters during the same Battle Phase, this card can attack twice during that Battle Phase. "
,DREV-EN018 ,Hypnocorn ,Effect Monster ,Rare ,,Dark ,Beast ,4,1400,600,"When this card is Normal Summoned, if your opponent controls a monster(s) and you control no other monsters, you can select 1 Set Spell or Trap Card and destroy it. "
,DREV-EN019 ,Scrap Chimera ,Effect Monster ,Super Rare ,,Earth ,Beast ,4,1700,500,"This card cannot be used as a Synchro Material Monster, except for the Synchro Summon of a ""Scrap"" monster, and all the other Synchro Material Monsters must also be ""Scrap"" monsters. When this card is Normal Summoned, you can select 1 ""Scrap"" Tuner monster in your Graveyard and Special Summon it. "
,DREV-EN020 ,Scrap Goblin ,Tuner Monster ,Common ,,Earth ,Beast-Warrior ,3,0,500,"This card cannot be destroyed by battle. If this face-up Defense Position card is selected as an attack target, destroy this card at the end of the Battle Phase. If this card is destroyed by the effect of a ""Scrap"" card and sent to the Graveyard, you can select 1 ""Scrap"" monster in your Graveyard, except ""Scrap Goblin"", and add it to your hand. "
,DREV-EN021 ,Scrap Beast ,Tuner Monster ,Rare ,,Earth ,Beast ,4,1600,1300,"If this face-up Defense Position card is selected as an attack target, destroy this card at the end of the Battle Phase. If this card is destroyed by the effect of a ""Scrap"" card and sent to the Graveyard, you can select 1 ""Scrap"" monster in your Graveyard, except ""Scrap Beast"", and add it to your hand. "
,DREV-EN022 ,Scrap Hunter ,Effect Monster ,Rare ,,Earth ,Machine ,3,1600,400,"Once per turn, you can select 1 face-up ""Scrap"" monster you control, except this card. Destroy it and send 1 Tuner monster from your Deck to your Graveyard. "
,DREV-EN023 ,Scrap Golem ,Effect Monster ,Rare ,,Earth ,Rock ,5,2300,1400,"Once per turn, you can select 1 Level 4 or lower ""Scrap"" monster in your Graveyard and Special Summon it to either player's side of the field. "
,DREV-EN024 ,Wattbetta ,Tuner Monster ,Common ,,Light ,Thunder ,2,100,0,"When this card inflicts Battle Damage to your opponent by a direct attack, your opponent discards 1 card of their choice. "
,DREV-EN025 ,Wattlemur ,Effect Monster ,Common ,,Light ,Thunder ,2,800,100,"If this card is destroyed by your opponent's card (either by battle or by card effect), they cannot conduct their Battle Phase during their next turn. "
,DREV-EN026 ,Wattpheasant ,Effect Monster ,Common ,,Light ,Thunder ,4,1000,800,"This card can attack your opponent directly. When this card inflicts Battle Damage to your opponent by a direct attack, select 1 face-up monster on the field and remove it from play until the End Phase of this turn. "
,DREV-EN027 ,Naturia Mosquito ,Effect Monster ,Common ,,Earth ,Insect ,1,200,300,"While you control another face-up ""Naturia"" monster(s), your opponent cannot select this card as an attack target. Your opponent takes any Battle Damage you would have taken from battles involving a face-up ""Naturia"" monster you control, except this card. "
,DREV-EN028 ,Naturia Beans ,Effect Monster ,Common ,,Earth ,Plant ,2,100,1200,"Once per turn, this card cannot be destroyed by battle. When this face-up card is selected as an attack target, inflict 500 Damage to your opponent. "
,DREV-EN029 ,Naturia Bamboo Shoot ,Effect Monster ,Ultimate Rare ,,Earth ,Plant ,5,2000,2000,"If this card is Tribute Summoned by Tributing a ""Naturia"" monster, while this card remains face-up on the field, your opponent cannot activate Spell or Trap Cards. "
,DREV-EN030 ,Amazoness Sage ,Effect Monster ,Common ,,Earth ,Warrior ,4,1400,700,"If this card attacks, select 1 Spell or Trap Card your opponent controls and destroy it at the end of the Damage Step. "
,DREV-EN031 ,Amazoness Trainee ,Effect Monster ,Common ,,Earth ,Warrior ,4,1500,1300,"Monsters destroyed by battle with this card are returned to the bottom of the owner's Deck instead of going to the Graveyard. If this card destroys an opponent's monster by battle, this card gains 200 ATK. "
,DREV-EN032 ,Amazoness Queen ,Effect Monster ,Super Rare ,,Earth ,Warrior ,6,2400,1800,"""Amazoness"" monsters you control cannot be destroyed by battle. "
,DREV-EN033 ,Lock Cat ,Effect Monster ,Common ,,Earth ,Beast ,3,1200,1000,"When this card is Normal Summoned, you can select 1 Level 1 Beast-Type monster in your Graveyard and Special Summon it in face-up Defense Position. Its effects are negated. "
,DREV-EN034 ,Elephun ,Tuner Monster ,Common ,,Earth ,Beast ,2,500,300,"When this card is destroyed by battle and sent to the Graveyard, you can select 1 of your Level 3 or lower Beast-Type, Beast-Warrior-Type or Winged Beast-Type monsters that is removed from play, and add it to your hand. "
,DREV-EN035 ,Synchro Fusionist ,Effect Monster ,Rare ,,Dark ,Spellcaster ,2,800,600,"If this card is sent to the Graveyard as a Synchro Material Monster, you can add 1 Spell Card from your Deck to your hand with ""Polymerization"" or ""Fusion"" in the card name, except ""Diffusion Wave-Motion"". "
,DREV-EN036 ,Ambitious Gofer ,Effect Monster ,Rare ,,Dark ,Fiend ,6,2400,100,"Once per turn, you select up to 2 monsters your opponent controls. Your opponent can reveal 1 monster in their hand to negate this card's effect. If they do not, destroy the selected monsters. "
,DREV-EN037 ,Final Psychic Ogre ,Effect Monster ,Common ,,Earth ,Psychic ,5,2200,1700,"If this card destroys an opponent's monster by battle, you can pay 800 Life Points to select 1 Psychic-Type monster in your Graveyard, and add it to your hand. "
,DREV-EN038 ,Dragon Knight Draco-Equiste ,Fusion/Effect Monster ,Ultimate Rare,,Wind ,Dragon ,10,3200,2000,"1 Dragon-Type Synchro Monster + 1 Warrior-Type Monster.
This monster can only be Special Summoned by Fusion Summon (from the Extra Deck). Once per turn, you can select 1 Dragon-Type Synchro Monster in the Graveyard. Remove it from play, treat this card's name as that monster's name, and give this card the same effects as that monster, until the End Phase. While this card is in face-up Attack Position, any effect damage you would take from an opponent's card effect is inflicted to your opponent instead. "
,DREV-EN039 ,Ultimate Axon Kicker ,Fusion/Effect Monster ,Super Rare ,,Light ,Psychic ,10,2900,1700,"1 Psychic-Type Synchro Monster + 1 Psychic-Type monster.
This monster can only be Special Summoned by Fusion Summon (from the Extra Deck). This card cannot be destroyed by card effects. During battle between this attacking card and a Defense Position monster whose DEF is lower than than the ATK of this card, inflict the difference as Battle Damage to your opponent. When this card destroys an opponent's monster by battle and sends it to the Graveyard, you gain Life Points equal to the destroyed monster's ATK. "
,DREV-EN040 ,Thunder Unicorn ,Synchro/Effect Monster ,Ultimate Rare ,,Light ,Beast ,5,2200,1800,"1 Beast-Type Tuner + 1 or more non-Tuner Monsters
Once per turn, during your Main Phase, you can select 1 face-up monster your opponent controls. It loses 500 ATK for each monster you control, until the End Phase. During the turn this effect is activated, no other monsters can attack, except this card. "
,DREV-EN041 ,Voltic Bicorn ,Synchro/Effect Monster ,Ultimate Rare ,,Light ,Beast ,7,2500,2000,"1 Beast-Type Tuner + 1 or more non-Tuner monsters
If this card is destroyed by your opponent's card (either by battle or by card effect), both players send the top 7 cards of their Deck to the Graveyard. "
,DREV-EN042 ,Lightning Tricorn ,Synchro/Effect Monster ,Ultimate Rare ,,Light ,Beast ,8,2800,2000,"1 Tuner + 1 or more non-Tuner Beast-Type monsters
If this card is destroyed by your opponent's card (either by battle or by card effect), you can select 1 ""Thunder Unicorn"" or ""Voltic Bicorn"" in your Graveyard and Special Summon it. "
,DREV-EN043 ,Scrap Dragon ,Synchro/Effect Monster ,Ultimate Rare ,,Earth ,Dragon ,8,2800,2000,"1 Tuner + 1 or more non-Tuner monsters
Once per turn, you can select 1 card you control and 1 card your opponent controls. Destroy them. When this card is destroyed by your opponent's card (either by battle or by card effect) and sent to the Graveyard, select 1 non-Synchro ""Scrap"" monster in your Graveyard and Special Summon it. "
,DREV-EN044 ,Wattchimera ,Synchro/Effect Monster ,Ultimate Rare ,,Light ,Thunder ,6,1400,1200,"1 ""Watt"" Tuner + 1 or more non-Tuner Thunder-Type monsters.
This card can attack your opponent directly. When this card inflicts Battle Damage to your opponent by a direct attack, place 1 random card from your opponent's hand on top of their Deck. "
,DREV-EN045 ,Blind Spot Strike ,Spell ,Common ,,,Quick-Play ,,,,"Select 1 face-up Defense Position monster your opponent controls and 1 face-up Attack Position monster you control. The monster you control gains ATK equal to the opponent's monster's DEF, until the End Phase. "
,DREV-EN046 ,Double Cyclone ,Spell ,Common ,,,Quick-Play ,,,,Select 1 Spell/Trap Card you control and 1 Spell/Trap Card your opponent controls. Destroy the selected card(s). 
,DREV-EN047 ,Scrapyard ,Spell ,Super Rare ,,,Normal ,,,,"Add 1 ""Scrap"" Tuner monster from your Deck to your hand. "
,DREV-EN048 ,Scrapstorm ,Spell ,Super Rare ,,,Quick-Play ,,,,"Select 1 face-up ""Scrap"" monster you control. Send 1 ""Scrap"" monster from your Deck to the Graveyard, then draw 1 card. Then, destroy the selected monster. "
,DREV-EN049 ,Scrap Sheen ,Spell ,Common ,,,Quick-Play ,,,,"Select 1 face-up ""Scrap"" monster you control and destroy it. All face-up ""Scrap"" monsters you control gain 1000 ATK until the End Phase. "
,DREV-EN050 ,Wattcine ,Spell ,Common ,,,Continuous ,,,,"When a Thunder-Type monster you control inflicts Battle Damage to your opponent, gain Life Points equal to the damage inflicted. "
,DREV-EN051 ,Naturia Forest ,Spell ,Common ,,,Field ,,,,"If you negate the activation of a card your opponent controls, you can add 1 Level 3 or lower ""Naturia"" monster from your Deck to your hand. "
,DREV-EN052 ,Landoise's Luminous Moss ,Spell ,Rare ,,,Normal ,,,,"Activate only if you control a face-up ""Naturia"" monster. The opponent's Effect Monsters cannot activate their effects this turn. "
,DREV-EN053 ,Amazoness Village ,Spell ,Rare ,,,Field ,,,,"All ""Amazoness"" monsters gain 200 ATK. Once per turn, when an ""Amazoness"" monster is destroyed by battle or by a card effect, and is sent to the Graveyard, you can Special Summon 1 ""Amazoness"" monster from your Deck with a Level equal to or lower than that of the destroyed ""Amazoness"". "
,DREV-EN054 ,Amazoness Fighting Spirit ,Spell ,Common ,,,Continuous ,,,,"If an ""Amazoness"" monster attacks a monster with higher ATK, the attacking monster gains 1000 ATK during damage calculation only. "
,DREV-EN055 ,Unicorn Beacon ,Spell ,Super Rare ,,,Normal ,,,,Select 1 removed from play Level 5 or lower Beast-Type or Winged Beast-Type monster. Remove from play 1 card in your hand and Special Summon the selected monster in Attack Position. 
,DREV-EN056 ,Beast Rage ,Spell ,Common ,,,Normal ,,,,All monsters you control gain 200 ATK for each of your removed from play Beast-Type and Winged Beast-Type monsters. 
,DREV-EN057 ,Miracle Synchro Fusion ,Spell ,Common ,,,Normal ,,,,"Remove from play, from your side of the field or your Graveyard, the Fusion Material Monsters listed on a Fusion Monster Card that lists a Synchro Monster as a Fusion Material Monster, and Special Summon that Fusion Monster from the Extra Deck. (This Special Summon is treated as a Fusion Summon.) If this Set card is destroyed by an opponent's card effect and sent to the Graveyard, draw 1 card. "
,DREV-EN058 ,Pestilence ,Spell ,Common ,,,Equip ,,,,"Equip only to a Warrior-Type, Beast-Warrior-Type, or Spellcaster-Type monster. Its ATK becomes 0. During each of your Standby Phases, inflict 500 damage to the controller of the equipped monster. "
,DREV-EN059 ,Cursed Armaments ,Spell ,Common ,,,Equip ,,,,"The equipped monster loses 600 ATK for each monster you control. When this card is sent from the field to the Graveyard, you can select 1 face-up monster your opponent controls and equip it with this card. "
,DREV-EN060 ,Wiseman's Chalice ,Spell ,Super Rare ,,,Normal ,,,,"If you control no monsters, Select 1 monster in your opponent's Graveyard. Special Summon it. During the End Phase of this turn, give control of that Special Summoned monster to your opponent. The monster cannot be Tributed, or used as a Synchro Material Monster, while it is face-up on the field. "
,DREV-EN061 ,Summoning Curse ,Spell ,Common ,,,Continuous ,,,,"When a monster is Special Summoned, the controller of that monster chooses 1 card in their hand and removes it from play. During each of your End Phases, pay 500 Life Points or destroy this card. "
,DREV-EN062 ,Pot of Duality ,Spell ,Secret Rare ,,,Normal ,,,,"Reveal the top 3 cards of your Deck, add 1 of them to your hand, then shuffle the rest back into your Deck. You can only activate 1 ""Pot of Duality"" per turn. You cannot Special Summon a monster(s) during the turn you activate this card. "
,DREV-EN063 ,Desperate Tag ,Trap ,Common ,,,Continuous ,,,,"If a face-up Attack Position monster you control is destroyed by battle, during damage calculation, you can reduce the Battle Damage from this battle to 0 and Special Summon 1 Level 4 or lower Warrior-Type monster from your hand at the end of the Damage Step. "
,DREV-EN064 ,Battle Instinct ,Trap ,Common ,,,Normal ,,,,Activate only when your opponent declares a direct attack and you control no monsters. Special Summon 1 Level 4 or lower Beast-Type monster from your hand in face-up Attack Position. 
,DREV-EN065 ,Howl of the Wild ,Trap ,Common ,,,Continuous ,,,,"When a monster you control destroys an opponent's monster by battle and sends it to the Graveyard, inflict 300 damage to your opponent for each face-up Beast-Type monster you control. "
,DREV-EN066 ,Parallel Selection ,Trap ,Rare ,,,Normal ,,,,Activate only when a Synchro Monster you control is destroyed by your opponent (either by battle or by card effect) and sent to the Graveyard. Select 1 of your removed from play Spell Cards and add it to your hand. 
,DREV-EN067 ,Reanimation Wave ,Trap ,Rare ,,,Normal ,,,,"Activate only when your opponent's monster declares a direct attack. Select 1 Synchro Monster in your Graveyard with a Level less than or equal to the attacking monster's. The Battle Damage you take from that attack is halved. At the end of the Damage Step, Special Summon the selected Synchro Monster from the Graveyard. "
,DREV-EN068 ,Barrier Wave ,Trap ,Common ,,,Normal ,,,,"Activate by Tributing 1 Synchro Monster you control when your opponent declares an attack with a monster. Change all Attack Position monsters your opponent controls to Defense Position. Afterwards, inflict damage to your opponent's Life Points equal to the DEF of the monster the attack was declared with. "
,DREV-EN069 ,Chain Whirlwind ,Trap ,Common ,,,Normal ,,,,Activate only when a card on the field is destroyed by a card effect. Select 2 Spell/Trap Cards on the field and destroy them. 
,DREV-EN070 ,Scrap Rage ,Trap ,Common ,,,Normal ,,,,"Activate only during damage calculation, if a Defense Position ""Scrap"" monster on the field is being attacked. It gains 2000 DEF and is destroyed at the end of the Battle Phase. "
,DREV-EN071 ,Wattcannon ,Trap ,Common ,,,Continuous ,,,,"Once per turn, when a Level 4 or lower Thunder-Type monster is Normal or Special Summoned to the field, inflict 600 damage to your opponent. "
,DREV-EN072 ,Amazoness Willpower ,Trap ,Rare ,,,Continuous ,,,,"Select 1 ""Amazoness"" monster in your Graveyard and Special Summon it in Attack Position. It cannot change its battle position and must attack if able. When this card is removed from the field, destroy that monster. When that monster is destroyed, destroy this card. "
,DREV-EN073 ,Queen's Pawn ,Trap ,Common ,,,Normal ,,,,"Activate only when an ""Amazoness"" monster you control destroys an opponent's monster by battle and sends it to the Graveyard. Special Summon 1 Level 4 or lower ""Amazoness"" monster from your Deck. "
,DREV-EN074 ,Beast Rising ,Trap ,Common ,,,Continuous ,,,,"Once per turn, you can remove from play 1 face-up Beast-Type or Beast-Warrior-Type monster you control to select 1 other face-up Beast-Type or Beast-Warrior-Type monster you control. The selected monster gains the original ATK of the monster removed from play for this effect. "
,DREV-EN075 ,Horn of the Phantom Beast ,Trap ,Rare ,,,Normal ,,,,"Equip this card to a Beast-Type or Beast-Warrior-Type monster you control. It gains 800 ATK. When the equipped monster destroys an opponent's monster by battle and sends it to the Graveyard, draw 1 card. "
,DREV-EN076 ,Paradox Fusion ,Trap ,Super Rare ,,,Counter ,,,,"Activate by removing 1 face-up Fusion Monster you control from play. Negate the activation of a Spell or Trap Card, OR the Special Summon of a monster and destroy that card. During your 2nd End Phase, return the removed Fusion Monster to the field in face-up Attack Position. "
,DREV-EN077 ,Solemn Warning ,Trap ,Ultimate Rare ,,,Counter ,,,,"Pay 2000 Life Points. Negate the Summon of a monster OR the activation of a Spell Card, Trap Card, or Effect Monster's effect that would Special Summon a monster(s), and destroy that card. "
,DREV-EN078 ,Anti-Magic Prism ,Trap ,Common ,,,Normal ,,,,Activate only when your opponent activates a Quick-Play Spell Card. Select 1 card on the field and destroy it. 
,DREV-EN079 ,Chivalry ,Trap ,Ultimate Rare ,,,Counter ,,,,"Activate only during the Battle Phase, when the effect of an opponent's Effect Monster is activated. Negate the activation and destroy that card. "
,DREV-EN080 ,Light of Destruction ,Trap ,Common ,,,Continuous ,,,,"When an opponent's card effect sends a card(s) from their Deck to the Graveyard, send the top 3 cards of their Deck to the Graveyard. "
,DREV-EN081 ,Amazoness Scouts ,Effect Monster ,Rare ,,Earth ,Warrior ,2,500,1100,"During either player's turn, you can Tribute this card. If you do, during this turn, face-up ""Amazoness"" monsters you control cannot be targeted by Effect Monsters' effects and cannot be destroyed by the effects of Spells, Traps or Effect Monsters. "
,DREV-EN082 ,Naturia Pineapple ,Effect Monster ,Secret Rare ,,Earth ,Plant ,2,100,100,"All face-up monsters you control are treated as Plant-Type. If this card is in your Graveyard during your Standby Phase, and you control no Spell or Trap Cards, you can Special Summon this card. This effect cannot be activated if you control a face-up ""Naturia Pineapple"" or if there are any monsters in your Graveyard that are not Plant-Type or Beast-Type. "
,DREV-EN083 ,D.D. Destroyer ,Effect Monster ,Rare ,,Earth ,Warrior ,4,1000,1000,"When this card on the field is removed from play, you can select 1 face-up card your opponent controls and destroy it. "
,DREV-EN084 ,Dark Desertapir ,Effect Monster ,Rare ,,Earth ,Beast ,2,1100,300,"When this card is removed from play, you can select 1 Level 4 or lower Beast-Type monster in your Graveyard and Special Summon it. "
,DREV-EN085 ,Psychic Nightmare ,Synchro/Effect Monster ,Secret Rare ,,Wind ,Psychic ,6,2400,1800,"1 Tuner + 1 or more non-Tuner Psychic-Type monsters
Once per turn, during your Main Phase, you can pick 1 random card in your opponent's hand and call what type of card it is (Monster, Spell or Trap). If you call it right, this card gains 1000 ATK until your opponent's End Phase. "
,DREV-EN086 ,Guts of Steel ,Spell ,Rare ,,,Normal ,,,,"Select 3 ""Scrap"" monsters in your Graveyard. Your opponent picks 1 of them, you Special Summon it to either player's side of the field, and remove the others from play. "
,DREV-EN087 ,Amazoness Heirloom ,Spell ,Super Rare ,,,Equip ,,,,"Equip only to an ""Amazoness"" monster. Once per turn, that monster cannot be destroyed by battle. When the equipped monster attacks, after damage calculation, destroy the attack target. "
,DREV-EN088 ,Amazoness Shamanism ,Trap ,Super Rare ,,,Normal ,,,,"Destroy all face-up ""Amazoness"" monsters you control. Then, you can Special Summon any number of Level 4 or lower ""Amazoness"" monsters from your Graveyard in face-up Defense Position, up to the number of monsters destroyed by this effect. "
,DREV-EN089 ,Super Rush Recklessly ,Trap ,Super Rare ,,,Normal ,,,,"Select 1 face-up Beast-Type monster you control and 1 monster your opponent controls. Destroy your monster, and return the opponent's monster to the Deck. "
,DREV-EN090 ,Mystical Refpanel ,Trap ,Secret Rare ,,,Normal ,,,,Activate only when a Spell Card that targets 1 player is activated. The effect of that Spell Card is applied to the other player instead. 
,DREV-EN091 ,Fabled Raven ,Tuner Monster ,Secret Rare ,,Light ,Fiend ,2,1300,1000,"Once per turn, you can discard any number of cards from your hand and increase the Level of this card by the number of discarded cards, until the End Phase. This card also gains ATK equal to the number of discarded cards x 400, until the End Phase. "
,DREV-EN092 ,Ally of Justice Cyclone Creator ,Tuner Monster ,Secret Rare ,,Dark ,Machine ,3,1400,1200,"Once per turn, you can discard 1 card from your hand to return Spell/Trap Cards from the field to the hand equal to the number of face-up Tuner monsters on the field. "
,DREV-EN093 ,Miracle's Wake ,Trap ,Secret Rare ,,,Normal ,,,,Select 1 monster that was destroyed by battle and sent to your Graveyard during this turn. Special Summon it. 
,DREV-EN094 ,Flamvell Poun ,Effect Monster ,Common ,,Fire ,Pyro ,1,200,200,"When this card is destroyed by battle and sent to the Graveyard, you can select and add 1 monster with 200 DEF from your Deck to your hand. "
,DREV-EN095 ,Flamvell Archer ,Tuner Monster ,Common ,,Fire ,Pyro ,3,1000,200,"Once per turn, you can Tribute 1 face-up Pyro-Type monster you control to have all face-up ""Flamvell"" monsters on the field gain 800 ATK until the End Phase. "
,DREV-EN096 ,Flamvell Fiend ,Effect Monster ,Common ,,Fire ,Fiend ,5,2100,1200,"When this card inflicts Battle Damage to your opponent, inflict 200 damage to your opponent for each Pyro-Type monster in your Graveyard. "
,DREV-EN097 ,Genex Worker ,Effect Monster ,Common ,,Wind ,Machine ,3,1200,1200,"You can Tribute this card to Special Summon 1 ""Genex"" monster from your hand. "
,DREV-EN098 ,Genex Power Planner ,Effect Monster ,Common ,,Light ,Spellcaster ,1,300,200,"When this card is Normal Summoned, you can add 1 Level 3 ""Genex"" Effect Monster from your Deck to your hand. "
,DREV-EN099 ,Stygian Street Patrol ,Effect Monster ,Secret Rare ,,Dark ,Fiend ,4,1600,1200,"When this card destroys a monster by battle and sends it to the Graveyard, inflict damage to your opponent equal to the Level of the destroyed monster x 100. You can remove from play this card in your Graveyard to Special Summon 1 Fiend-Type monster with 2000 or less ATK from your hand. "
,DREV-ENSE1,Drill Warrior,,,,,,,,,
,DREV-ENSE2,Gold Sarcophagus,,,,,,,,,
,DREV-ENSP1,Scrap Archfiend,,,,,,,,,
