Check,Card # ,Card Name ,Type ,Rarity ,Value,Attribute ,Sub Type ,Level ,ATK ,DEF ,Card Text 
,EEN-EN026 ,Familiar-Possessed - Aussa ,Effect Monster ,Common ,,Earth ,Spellcaster ,4,1850,1500,"By sending 1 ""Aussa the Earth Charmer"" and 1 EARTH monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points. "
,EEN-EN027 ,Familiar-Possessed - Eria ,Effect Monster ,Common ,,Water ,Spellcaster ,4,1850,1500,"By sending 1 ""Eria the Water Charmer"" and 1 WATER monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points. "
,EEN-EN028 ,Familiar-Possessed - Hiita ,Effect Monster ,Common ,,Fire ,Spellcaster ,4,1850,1500,"By sending 1 ""Hiita the Fire Charmer"" and 1 FIRE monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points. "
,EEN-EN029 ,Familiar-Possessed - Wynn ,Effect Monster ,Common ,,Wind ,Spellcaster ,4,1850,1500,"By sending 1 ""Wynn the Wind Charmer"" and 1 WIND monster from your side of the field to the Graveyard, you can Special Summon this card from your hand or Deck. If you Special Summon this card in this way, this card gets the following effect: During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points. "
,EEN-EN030 ,VW-Tiger Catapult ,Fusion Monster ,Common ,,Light ,Machine ,6,2000,2100,"""V-Tiger Jet"" + ""W-Wing Catapult""
This card can only be Special Summoned from your Fusion Deck by removing from play the above cards on your side of the field. (You do not use ""Polymerization""). By discarding 1 card from your hand, change the battle position of 1 monster on your opponent's side of the field. (Flip Effects are not activated at this time.) "
,EEN-EN031 ,VWXYZ-Dragon Catapult Cannon ,Fusion Monster ,Super Rare ,,Light ,Machine ,8,3000,2800,"""VW-Tiger Catapult"" + ""XYZ-Dragon Cannon""
This card can only be Special Summoned from your Fusion Deck by removing from play the above cards on your side of the field. (You do not use ""Polymerization""). Once per turn, remove from play 1 card on your opponent's side of the field. When this card attacks, you can change the battle position of the attack-target monster. (Flip Effects are not activated at this time.) "
,EEN-EN032 ,Cyber Blader ,Fusion Monster ,Super Rare ,,Earth ,Warrior ,7,2100,800,"""Etoile Cyber"" + ""Blade Skater""
A Fusion Summon of this card can only be conducted with the above Fusion Material Monsters. While your opponent controls only 1 monster, this card is not destroyed as a result of battle. While your opponent controls only 2 monsters, double the ATK of this card. While your opponent controls only 3 monsters, this card negates the effects of your opponent's Spell, Trap, and Effect Monster Cards. "
,EEN-EN033 ,Elemental Hero Rampart Blaster ,Fusion Monster ,Ultra Rare ,,Earth ,Warrior ,6,2000,2500,"""Elemental Hero Clayman"" + ""Elemental Hero Burstinatrix""
This monster cannot be Special Summoned except by Fusion Summon. While this card is in face-up Defense Position, this card can attack your opponent's Life Points directly. In that case, apply half the ATK of this card for damage calculation. "
,EEN-EN034 ,Elemental Hero Tempest ,Fusion Monster ,Ultra Rare ,,Wind ,Warrior ,8,2800,2800,"""Elemental Hero Avian"" + ""Elemental Hero Sparkman"" + ""Elemental Hero Bubbleman""
This monster cannot be Special Summoned except by Fusion Summon. By sending 1 card (except this card) from your side of the field to the Graveyard, select 1 monster on your side of the field. While this card is face-up on the field, the selected monster is not destroyed as a result of battle. (Damage calculation is applied normally.) "
,EEN-EN035 ,Elemental Hero Wildedge ,Fusion Monster ,Ultra Rare ,,Earth ,Warrior ,8,2600,2300,"""Elemental Hero Wildheart"" + ""Elemental Hero Bladedge""
This monster cannot be Special Summoned except by Fusion Summon. This card can attack all monsters on your opponent's side of the field once each. "
,EEN-EN036 ,Elemental Hero Shining Flare Wingma ,Fusion Monster ,Ultra Rare ,,Light ,Warrior ,8,2500,2100,"""Elemental Hero Flame Wingman"" + ""Elemental Hero Sparkman""
This monster cannot be Special Summoned except by Fusion Summon. Increase the ATK of this card by 300 points for each card in your Graveyard that includes ""Elemental Hero"" in its card name. When this card destroys a monster as a result of battle and sends it to the Graveyard, inflict damage to your opponent's Life Points equal to the ATK of the destroyed monster. "
,EEN-EN037 ,Pot of Avarice ,Spell ,Super Rare ,,,Normal ,,,,"Select 5 Monster Cards from your Graveyard, then add them to your Deck and shuffle it. After that, draw 2 cards from your Deck. "
,EEN-EN038 ,Dark World Lightning ,Spell ,Common ,,,Normal ,,,,"Select 1 face-down card on the field and destroy it, and after that, select 1 card from your hand and discard it to the Graveyard. "
,EEN-EN039 ,Level Modulation ,Spell ,Common ,,,Normal ,,,,"Your opponent draws 2 cards. Special Summon 1 monster from your Graveyard that includes ""LV"" in its card name, ignoring the Summoning conditions. The monster that was Special Summoned by this effect cannot attack, nor activate or apply its effect this turn. "
,EEN-EN040 ,Ojamagic ,Spell ,Common ,,,Normal ,,,,"When this card is sent from the hand or the field to the Graveyard, add 1 each of ""Ojama Green"", ""Ojama Yellow"" and ""Ojama Black"" from your Deck to your hand. "
,EEN-EN041 ,Ojamuscle ,Spell ,Common ,,,Normal ,,,,"Select 1 face-up ""Ojama King"" on the field. Destroy all monster(s) on the field that include ""Ojama"" in their card name, except the selected ""Ojama King"". Increase the ATK of the selected ""Ojama King"" by 1000 points for each destroyed monster. "
,EEN-EN042 ,Feather Shot ,Spell ,Rare ,,,Normal ,,,,"Select 1 face-up ""Elemental Hero Avian"" on your side of the field to activate this card. This turn, the selected card can attack as many times as the number of monster(s) on your side of the field when this card resolves. In that case, it cannot attack your opponent's Life Points directly, and your other monster(s) cannot attack. "
,EEN-EN043 ,Bonding - H2O ,Spell ,Common ,,,Normal ,,,,"Tribute 2 ""Hydrogeddon""s and 1 ""Oxygeddon"" on your side of the field. Special Summon 1 ""Water Dragon"" from your hand, Deck or Graveyard. "
,EEN-EN044 ,Chthonian Alliance ,Spell ,Rare ,,,Equip ,,,,Increase the ATK of the equipped monster by 800 points for each other face-up monster on the field with the same name as the equipped monster. 
,EEN-EN045 ,Armed Changer ,Spell ,Rare ,,,Equip ,,,,"Send 1 Equip Spell Card from your hand to the Graveyard to activate this card. If the equipped monster destroys a monster as a result of battle, the controller of this Equip Card can add 1 monster with ATK equal to or less than the equipped monster from their Graveyard to their hand. "
,EEN-EN046 ,Branch! ,Spell ,Common ,,,Continuous ,,,,"When a Fusion Monster on the field is destroyed and sent to the Graveyard, you can Special Summon from your Graveyard 1 of the Fusion Material Monsters that you used for the Fusion Summon of that Fusion Monster. "
,EEN-EN047 ,Boss Rush ,Spell ,Common ,,,Continuous ,,,,"The controller of this card cannot Normal Summon or Set. During the End Phase of the turn that a monster on your side of the field that includes ""B.E.S."" in its card name, or is named ""Big Core"", is destroyed and sent to the Graveyard, you can Special Summon from your Deck 1 monster that includes ""B.E.S."" in its card name, or is named ""Big Core"". "
,EEN-EN048 ,Gateway to Dark World ,Spell ,Common ,,,Quick-Play ,,,,"If you activate this card, you cannot Normal Summon, Flip Summon or Special Summon during the turn this card is activated. Special Summon from your Graveyard 1 monster that includes ""Dark World"" in its card name. "
,EEN-EN049 ,Hero Barrier ,Trap ,Rare ,,,Normal ,,,,"If there is a face-up monster on your side of the field that includes ""Elemental Hero"" in its card name, negate 1 attack from your opponent's monster. "
,EEN-EN050 ,Chthonian Blast ,Trap ,Rare ,,,Normal ,,,,"You can only activate this card when a face-up monster on your side of the field is destroyed and sent to the Graveyard. Destroy 1 face-up monster with the lowest ATK on the field, and both players take damage equal to half of its ATK. "
,EEN-EN051 ,The Forces of Darkness ,Trap ,Common ,,,Normal ,,,,"Return 2 monsters from your Graveyard to your hand that include ""Dark World"" in their card names. "
,EEN-EN052 ,Dark Deal ,Trap ,Common ,,,Normal ,,,,"You can only activate this card by paying 1000 Life Points when your opponent activates a Normal Spell Card. The effect of the Normal Spell Card that your opponent activated at that time becomes ""Your opponent discards 1 random card from their hand"". "
,EEN-EN053 ,Simultaneous Loss ,Trap ,Common ,,,Normal ,,,,Each player sends the top card from their Deck to the Graveyard. 
,EEN-EN054 ,Weed Out ,Trap ,Common ,,,Normal ,,,,Pay 500 Life Points. Destroy all Level 3 monsters in face-up Attack Position on the field. 
,EEN-EN055 ,The League of Uniform Nomenclature ,Trap ,Common ,,,Normal ,,,,Select 1 face-up Level 2 or lower Normal Monster on your side of the field to activate this card. Special Summon from your Deck to your side of the field as many cards as possible with the same name as the selected monster. 
,EEN-EN056 ,Roll Out! ,Trap ,Common ,,,Normal ,,,,Select 1 Union Monster in your Graveyard and equip it to an appropriate monster on your side of the field. 
,EEN-EN057 ,Chthonian Polymer ,Trap ,Common ,,,Normal ,,,,You can only activate this card when your opponent Fusion Summons a Fusion Monster. Tribute 1 monster on your side of the field to take control of that Fusion Monster. 
,EEN-EN058 ,Feather Wind ,Trap ,Common ,,,Counter ,,,,"You can only activate this card if there is a face-up ""Elemental Hero Avian"" on your side of the field. Negate the activation of a Spell or Trap Card and destroy it. "
,EEN-EN059 ,Non-Fusion Area ,Trap ,Common ,,,Continuous ,,,,Neither player can Fusion Summon. 
,EEN-EN060 ,Level Limit - Area A ,Trap ,Rare ,,,Continuous ,,,,All face-up Level 3 or lower monsters on the field are changed to Attack Position and remain in Attack Position while this card is active. 
,EEN-ENSE1 ,Horus the Black Flame Dragon LV8 ,Effect Monster ,Secret Rare ,,Fire ,Winged Beast ,8,2400,1600,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of ""Horus the Black Flame Dragon LV6"". While this card remains face-up on your side of the field, you can negate the activation and effect of any Spell Cards and destroy them. "
,EEN-ENSE2 ,The Creator ,Effect Monster ,Secret Rare ,,Light ,Thunder ,8,2300,3000,Select 1 monster from your Graveyard. Send 1 card from your hand to the Graveyard and Special Summon the selected monster. You can only use this effect once per turn. This card cannot be Special Summoned from the Graveyard. 
,EEN-ENSE3 ,Sacred Phoenix of Nephthys ,Effect Monster ,Secret Rare ,,Fire ,Winged Beast ,8,2400,1600,"If this card is destroyed by a card effect, Special Summon this card during your next Standby Phase. If you Special Summon this card in this way, destroy all Spell and Trap Cards on the field. "
,EEN-ENSE4 ,Silent Swordsman LV5 ,Effect Monster ,Secret Rare ,,Light ,Warrior ,5,2300,1000,"This card is unaffected by your opponent's Spell Cards. If this card attacks your opponent's Life Points directly, during your next Standby Phase, send this face-up card to the Graveyard to Special Summon 1 ""Silent Swordsman LV7"" from your hand or Deck. "
