Check,Card # ,Card Name ,Type ,Rarity ,Value,Attribute ,Sub Type ,Level ,ATK ,DEF ,Card Text 
,PSV-092 ,Skull Mariner ,Normal Monster ,Common ,,Water ,Warrior ,4,1600,900,A pirate ship that appears out of the mist and sinks any seagoing vessels. 
,PSV-093 ,The All-Seeing White Tiger ,Normal Monster ,Common ,,Wind ,Beast ,3,1300,500,A proud ruler of the jungle that some fear and others respect. 
,PSV-094 ,Goblin Attack Force ,Effect Monster ,Ultra Rare ,,Earth ,Warrior ,4,2300,0,"When this card attacks, it is changed to Defense Position at the end of the Battle Phase. This position cannot be changed during your next turn. "
,PSV-095 ,Island Turtle ,Normal Monster ,Short-Print Com ,,Water ,Aqua ,4,1100,2000,A huge turtle that is often mistaken for an island. 
,PSV-096 ,Wingweaver ,Normal Monster ,Common ,,Light ,Fairy ,7,2750,2400,A six-winged fairy who prays for peace and hope. 
,PSV-097 ,Science Soldier ,Normal Monster ,Common ,,Dark ,Warrior ,3,800,800,Soldiers equipped with state-of-the-art weaponry to face unknown creatures. 
,PSV-098 ,Souls of the Forgotten ,Normal Monster ,Common ,,Dark ,Fiend ,2,900,200,A wicked spirit created by the hateful souls of those who fell in battle. It grows by assimilating the souls of its enemies. 
,PSV-099 ,Dokuroyaiba ,Normal Monster ,Common ,,Fire ,Fiend ,3,1000,400,A boomerang with brains that will pursue a target to the ends of the earth. 
,PSV-100 ,The Fiend Megacyber ,Effect Monster ,Ultra Rare ,,Dark ,Warrior ,6,2200,1200,"If your opponent has 2 or more monsters than you have on the field, you can summon this card without offering any Tributes. "
,PSV-101 ,Gearfried the Iron Knight ,Effect Monster ,Super Rare ,,Earth ,Warrior ,4,1800,1600,Any Equip Card this card is equipped with is automatically destroyed. 
,PSV-102 ,Insect Barrier ,Spell ,Common ,,,Continuous ,,,,Your opponent's Insect-Type monsters cannot attack as long as this card remains face-up on the field. 
,PSV-103 ,Beast of Talwar ,Normal Monster ,Ultra Rare ,,Dark ,Fiend ,6,2400,2150,Only the master of the sword among Fiend-Type monsters is permitted to hold the Talwar. 
,PSV-104 ,Imperial Order ,Trap ,Secret Rare ,,,Continuous ,,,,"As long as this card remains face-up on the field, negate the effects of all Magic Cards. Pay 700 Life Points during each of your Standby Phases. If you cannot, this card is destroyed. "
