Check,Card # ,Card Name ,Type ,Rarity ,Value,Attribute ,Sub Type ,Level ,ATK ,DEF ,Card Text 
,FET-EN011 ,Element Doom ,Effect Monster ,Common ,,Dark ,Fiend ,4,1500,1200,"""This monster gets the following effect(s) while there is a monster(s) with the following Attribute(s) on the field:
-EARTH: Negate the effect of an Effect Monster that is destroyed by this monster as a result of battle.
-WIND: If this card destroyed your opponent's monster as a result battle, it can attack once again in a row."" "
,FET-EN012 ,Maji-Gire Panda ,Effect Monster ,Common ,,Earth ,Beast ,4,1000,800,"""As long as this card remains face-up on the field, each time a Beast-Type monster(s) on the field is destroyed, increase the ATK of this card by 500 points."" "
,FET-EN013 ,Catnipped Kitty ,Effect Monster ,Common ,,Earth ,Beast ,2,0,500,This card cannot be attacked if there is another Beast-Type monster on your side of the field. Make the DEF of 1 monster on your opponent's side of the field 0 until the End Phase. This effect can only be used once per turn. 
,FET-EN014 ,Behemoth the King of All Animals ,Effect Monster ,Super Rare/Ulti ,,Earth ,Beast ,7,2700,1500,"""This card can be Normal Summoned or Set with 1 Tribute Monster. In that case, the original ATK of this card becomes 2000. When this card is Tribute Summoned successfully, you can return from your Graveyard to the owner's hand a number of Beast-Type monsters equal to the number of Tributed monsters."" "
,FET-EN015 ,Big-Tusked Mammoth ,Effect Monster ,Rare/Ultimate R ,,Earth ,Beast ,5,2000,1000,"""As long as this card remains face-up on the field, monsters on your opponent's side of the field cannot attack during the same turn that they are Normal Summoned, Flip Summoned, or Special Summoned."" "
,FET-EN016 ,Kangaroo Champ ,Effect Monster ,Common ,,Earth ,Beast ,4,800,700,A monster that battles with this card is changed to Defense Position after damage calculation. 
,FET-EN017 ,Hyena ,Effect Monster ,Common ,,Earth ,Beast ,3,1000,300,"""When this card is sent to the Graveyard as a result of battle, you can Special Summon any ""Hyena(s)"" from your Deck to the field. Then shuffle your Deck."" "
,FET-EN018 ,Blade Rabbit ,Effect Monster ,Common ,,Earth ,Beast ,2,400,300,"""When this card is changed from Attack Position to face-up Defense Position, destroy 1 monster on your opponent's side of the field."" "
,FET-EN019 ,Mecha-Dog Marron ,Effect Monster ,Common ,,Light ,Machine ,4,1000,1000,"""When this card on the field is destroyed and sent to the Graveyard as a result of battle, inflict 1000 points of damage to both players' Life Points. When this card on the field is destroyed and sent to the Graveyard except as a result of battle, inflict 1000 points of damage to your opponent's Life Points. "" "
,FET-EN020 ,Blast Magician ,Effect Monster ,Super Rare/Ulti ,,Fire ,Spellcaster ,4,1400,1700,"""Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card. Remove any number of Spell Counters to destroy 1 face-up monster on the field with an ATK equal to or less than 700 points x the number of removed Spell Counters."" "
,FET-EN021 ,Chiron the Mage ,Effect Monster ,Rare/Ultimate R ,,Earth ,Beast-Warrior ,4,1800,1000,Discard 1 Spell Card from your hand. Destroy 1 Spell or Trap Card on your opponent's side of the field. This effect can only be used once per turn. 
,FET-EN022 ,Gearfried the Swordmaster ,Effect Monster ,Ultra Rare/Ulti ,,Light ,Warrior ,7,2600,2200,"""This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of ""Release Restraint"". When this card is equipped with an Equip Card, destroy 1 monster on your opponent's side of the field."" "
,FET-EN023 ,Armed Samurai - Ben Kei ,Effect Monster ,Common ,,Dark ,Warrior ,4,500,800,"""In addition to a normal attack, this card can attack during the same Battle Phase as many times as the number of Equip Cards equipped to this card."" "
,FET-EN024 ,Shadowslayer ,Effect Monster ,Rare/Ultimate R ,,Dark ,Fiend ,4,1400,200,"""If the only cards on your opponent's Monster Card Zones are Defense Position monsters, this card can attack your opponent's Life Points directly."" "
,FET-EN025 ,Golem Sentry ,Effect Monster ,Common ,,Earth ,Rock ,4,800,1800,"""You can flip this card into face-down Defense Position once per turn. When this card is Flip Summoned successfully, return 1 monster on your opponent's side of the field to the owner's hand."" "
,FET-EN026 ,Abare Ushioni ,Effect Monster ,Common ,,Earth ,Beast-Warrior ,4,1200,1200,"""Toss a coin and call it. If you call it right, inflict 1000 points of damage to your opponent's Life Points. If you call it wrong, you take 1000 points of damage. You can only use this effect once per turn, during your Main Phase."" "
,FET-EN027 ,The Light - Hex-Sealed Fusion ,Effect Monster ,Common ,,Light ,Rock ,3,1000,1600,"""You can substitute this card for any 1 Fusion-Material Monster. When you do this, the other Fusion-Material Monster(s) must be the correct one(s). Tribute Fusion-Fusion Monsters on the field, including this card, to Special Summon 1 LIGHT Fusion Monster from your Fusion Deck."" "
,FET-EN028 ,The Dark - Hex-Sealed Fusion ,Effect Monster ,Common ,,Dark ,Rock ,3,1000,1600,"""You can substitute this card for any 1 Fusion-Material Monster. When you do this, the other Fusion-Material Monster(s) must be the correct one(s). Tribute Fusion-Fusion Monsters on the field, including this card, to Special Summon 1 DARK Fusion Monster from your Fusion Deck."" "
,FET-EN029 ,The Earth - Hex-Sealed Fusion ,Effect Monster ,Common ,,Earth ,Rock ,3,1000,1600,"""You can substitute this card for any 1 Fusion-Material Monster. When you do this, the other Fusion-Material Monster(s) must be the correct one(s). Tribute Fusion-Fusion Monsters on the field, including this card, to Special Summon 1 EARTH Fusion Monster from your Fusion Deck."" "
,FET-EN030 ,Whirlwind Prodigy ,Effect Monster ,Common ,,Wind ,Fairy ,4,1500,1600,"""If you Tribute Summon a WIND monster, you can treat this 1 monster as 2 Tribute Monsters for the Tribute Summon."" "
,FET-EN031 ,Flame Ruler ,Effect Monster ,Common ,,Fire ,Pyro ,4,1500,1600,"""If you Tribute Summon a FIRE monster, you can treat this 1 monster as 2 Tribute Monsters for the Tribute Summon."" "
,FET-EN032 ,Firebird ,Effect Monster ,Common ,,Fire ,Winged Beast ,4,1000,800,"""As long as this card remains face-up on the field, each time a Winged Beast-Type monster(s) on your side of the field is destroyed, increase the ATK of this card by 500 points."" "
,FET-EN033 ,Rescue Cat ,Effect Monster ,Common ,,Earth ,Beast ,4,300,100,Send this face-up card on your side of the field to the Graveyard to Special Summon 2 Level 3 or lower Beast-Type monsters from your Deck to the field. The monsters Special Summoned in this way are destroyed during the End Phase. 
,FET-EN034 ,Brain Jacker ,Effect Monster ,Rare/Ultimate R ,,Dark ,Fiend ,2,200,900,FLIP: Equip this card to a monster on your opponent's side of the field and treat it as an Equip Card. Take control of the monster that is equipped with this card. Increase your opponent's Life Points by 500 points during each of his/her Standby Phases. 
,FET-EN035 ,Gatling Dragon ,Fusion/Effect Monster ,Ultra Rare/Ulti ,,Dark ,Machine ,8,2600,1200,"""""Barrel Dragon"" + ""Blowback Dragon""
Toss a coin 3 times. Destroy a number of monsters on the field equal to the number of Heads. This effect can only be used once per turn, during your Main Phase."" "
,FET-EN036 ,King Dragun ,Fusion/Effect Monster ,Super Rare/Ulti ,,Dark ,Dragon ,7,2400,1100,"""""Lord of D."" + ""Divine Dragon Ragnarok""
As long as this card remains face-up on the field, your opponent cannot target Dragon-Type monsters for the effect of a Spell, Trap, or Monster Card. Once per turn, you can Special Summon 1 Dragon-Type monster from your hand to your side of the field."" "
,FET-EN037 ,A Feather of the Phoenix ,Spell ,Super Rare/Ulti ,,,Normal ,,,,Discard 1 card from your hand. Select 1 card from your Graveyard and return it to the top of your Deck. 
,FET-EN038 ,Poison Fangs ,Spell ,Common ,,,Continuous ,,,,"""Each time a Beast-Type monster inflicts Battle Damage to your opponent's Life Points, inflict 500 points of damage to your opponent's Life Points."" "
,FET-EN039 ,Spell Absorption ,Spell ,Rare/Ultimate R ,,,Continuous ,,,,"""Each time a Spell Card is activated, increase the Life Points of this card's controller by 500 points."" "
,FET-EN040 ,Lightning Vortex ,Spell ,Super Rare/Ulti ,,,Normal ,,,,Discard 1 card from your hand. Destroy all face-up monsters on your opponent's side of the field. 
,FET-EN041 ,Meteor of Destruction ,Spell ,Rare/Ultimate R ,,,Normal ,,,,Inflict 1000 points of damage to your opponent's Life Points. You cannot activate this card if your opponent's Life Points are 3000 or less. 
,FET-EN042 ,Swords of Concealing Light ,Spell ,Rare/Ultimate R ,,,Continuous ,,,,"""When you activate this card, change all monsters on your opponent's side of the field to face-down Defense Position. As long as this card remains face-up on the field, monsters on your opponent's side of the field cannot change their battle Positions. Destroy this card during your 2nd Standby Phase after activation."" "
,FET-EN043 ,Spiral Spear Strike ,Spell ,Rare/Ultimate R ,,,Continuous ,,,,"""When ""Gaia the Fierce Knight"", ""Swift Gaia the Fierce Knight"" or ""Gaia the Dragon Champion"" on your side of the field attacks a Defense Position monster, if the ATK of that card is higher than the DEF of the Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points. If ""Gaia the Dragon Champion"" inflicts Battle Damage with this effect, draw 2 cards from your Deck and discard 1 card from your hand."" "
,FET-EN044 ,Release Restraint ,Spell ,Common ,,,Normal ,,,,"""Tribute 1 ""Gearfried the Iron Knight"" on your side of the field to Special Summon 1 ""Gearfried the Swordmaster"" from your hand or Deck."" "
,FET-EN045 ,Centrifugal Field ,Spell ,Common ,,,Field ,,,,"""When a Fusion Monster is destroyed and sent to the Graveyard by a card effect, select 1 of the Fusion-Material Monsters written in the card text of that Fusion Monster from your Graveyard and Special Summon it to your side of the field."" "
,FET-EN046 ,Fulfillment of the Contract ,Spell ,Common ,,,Equip ,,,,"""Pay 800 Life Points. Select 1 Ritual Monster from your Graveyard, Special Summon it to your side of the field and equip it with this card. When this card is destroyed, remove the equipped monster from play."" "
,FET-EN047 ,Re-Fusion ,Spell ,Common ,,,Equip ,,,,"""Pay 800 Life Points. Select 1 Fusion Monster from your Graveyard, Special Summon it to your side of the field and equip it with this card. When this card is destroyed, remove the equipped monster from play."" "
,FET-EN048 ,The Big March of Animals ,Spell ,Common ,,,Quick-Play ,,,,"""Until the End Phase, increase the ATK of all face-up Beast-Type monsters on your side of the field by 200 points for each Beast-Type monster on your side of the field."" "
,FET-EN049 ,Cross Counter ,Trap ,Rare/Ultimate R ,,,Normal ,,,,"""If the DEF of an attacked Defense Position monster is higher than the ATK of your opponent's attacking monster, the Battle Damage inflicted to your opponent is doubled. Destroy the attacking monster after damage calculation."" "
,FET-EN050 ,Pole Position ,Trap ,Common ,,,Continuous ,,,,"""The face-up monster(s) with the highest ATK on the field is unaffected by any Spell Cards. When ""Pole Position"" is removed from the field, destroy the face-up monster(s) with the highest ATK on the field."" "
,FET-EN051 ,Penalty Game! ,Trap ,Rare/Ultimate R ,,,Normal ,,,,"""When your opponent has 4 cards in his/her hand, select and activate 1 of the following effects:
- Your opponent cannot draw during his/her next Draw Phase.
- Your opponent cannot activate any Spell and/or Trap Cards during this turn."" "
,FET-EN052 ,Threatening Roar ,Trap ,Common ,,,Normal ,,,,Your opponent cannot declare an attack during this turn. 
,FET-EN053 ,Phoenix Wing Wind Blast ,Trap ,Rare/Ultimate R ,,,Normal ,,,,Discard 1 card from your hand. Return 1 card on your opponent's side of the field to the top of the owner's Deck. 
,FET-EN054 ,Good Goblin Housekeeping ,Trap ,Common ,,,Normal ,,,,"""Draw a number of cards from your Deck equal to the number of ""Good Goblin Housekeeping"" cards in your Graveyard + 1, select 1 card from your hand and return it to the bottom of you Deck."" "
,FET-EN055 ,Beast Soul Swap ,Trap ,Common ,,,Normal ,,,,"""Return to the owner's hand 1 face-up Beast-Type monster on your side of the field, and the owner of that card Special Summons 1 Beast-Type monster that has the same Level as the monster that you returned."" "
,FET-EN056 ,Assault on GHQ ,Trap ,Rare/Ultimate R ,,,Normal ,,,,Select 1 monster on your side of the field to activate this card. Destroy the selected card and send 2 cards from the top of your opponent's Deck to the Graveyard. 
,FET-EN057 ,D.D. Dynamite ,Trap ,Common ,,,Normal ,,,,Inflict 300 points of damage to your opponent's Life Points for each of your opponent's cards that has been removed from play. 
,FET-EN058 ,Deck Devastation Virus ,Trap ,Super Rare/Ulti ,,,Normal ,,,,"""Tribute 1 DARK monster with an ATK of 2000 points or more on your side of the field. Check all monsters on your opponent's side of the field, your opponent's hand, and all cards he/she draws (until the end of your opponent's 3rd turn after this card's activation), and destroy all monsters with an ATK of 1500 or less."" "
,FET-EN059 ,Elemental Burst ,Trap ,Common ,,,Normal ,,,,"""Tribute 1 each of WIND, WATER, FIRE, and EARTH monsters on your side of the field to activate this card. Destroy all cards on your opponent's side of the field."" "
,FET-EN060 ,Forced Ceasefire ,Trap ,Rare/Ultimate R ,,,Normal ,,,,Discard 1 card from your hand. No Trap Cards can be activated until the End Phase of this turn. 
