Check,Card # ,Card Name ,Type ,Rarity ,Value,Attribute ,Sub Type ,Level ,ATK ,DEF ,Card Text 
,SOVR-EN014 ,Catoblepas and the Witch of Fate ,Effect Monster ,Rare ,,Earth ,Spellcaster ,4,1800,0,"When your opponent Special Summons a monster(s), you can remove from play 1 monster with ? ATK from your Graveyard to destroy that Special Summoned monster(s). "
,SOVR-EN015 ,Dark Spider ,Effect Monster ,Common ,,Dark ,Insect ,1,0,0,"Once per turn, you can increase the Level of 1 face-up Insect-Type monster you control by 2, until the End Phase. "
,SOVR-EN016 ,Ground Spider ,Effect Monster ,Common ,,Earth ,Insect ,4,0,1500,"Once per turn, if you control this face-up Defense Position monster when your opponent Normal or Special Summons a monster(s), you can change that monster(s) to Defense Position. "
,SOVR-EN017 ,Relinquished Spider ,Effect Monster ,Common ,,Earth ,Insect ,2,300,500,"If you have 4 or more Insect-Type monsters in your Graveyard, you can Tribute this card to destroy all face-up Defense Position monsters your opponent controls. "
,SOVR-EN018 ,Spyder Spider ,Effect Monster ,Common ,,Earth ,Insect ,4,1500,1000,"When this card destroys an opponent's Defense Position monster by battle, you can select and Special Summon 1 Level 4 or lower Insect-Type monster from your Graveyard. "
,SOVR-EN019 ,Mother Spider ,Effect Monster ,Rare ,,Earth ,Insect ,6,2300,1200,"If you have only Insect-Type monsters in your Graveyard, you can send 2 face-up Defense Position monsters your opponent controls to the Graveyard and Special Summon this card from your hand. "
,SOVR-EN020 ,Reptilianne Gorgon ,Effect Monster ,Common ,,Dark ,Reptile ,3,1400,1400,"If this card attacks an opponent's monster, after damage calculation the ATK of the attack target becomes 0, and it cannot change its battle position. "
,SOVR-EN021 ,Reptilianne Medusa ,Effect Monster ,Common ,,Dark ,Reptile ,6,2200,800,"Send 1 card from your hand to the Graveyard and select 1 face-up monster your opponent controls. The ATK of the selected monster becomes 0, and it cannot change its battle position. "
,SOVR-EN022 ,Reptilianne Scylla ,Effect Monster ,Common ,,Dark ,Reptile ,4,1800,1200,"If this card destroys a monster with 0 ATK by battle, you can Special Summon that monster from the Graveyard to your side of the field in face-up Defense Position. The effect(s) of that monster is negated. "
,SOVR-EN023 ,Reptilianne Viper ,Tuner Monster ,Common ,,Dark ,Reptile ,2,0,0,"When this card is Normal Summoned, you can select and take control of 1 face-up monster with 0 ATK your opponent controls. "
,SOVR-EN024 ,Earthbound Immortal Ccarayhua ,Effect Monster ,Ultra Rare ,,Dark ,Reptile ,10,2800,1800,"There can only be 1 face-up ""Earthbound Immortal"" monster on the field. If there is no face-up Field Spell Card on the field, destroy this card. Your opponent cannot select this card as an attack target. This card can attack your opponent directly. When this card is destroyed by a card effect, except by its own effect, destroy all cards on the field. "
,SOVR-EN025 ,Earthbound Immortal Uru ,Effect Monster ,Ultra Rare ,,Dark ,Insect ,10,3000,3000,"There can only be 1 face-up ""Earthbound Immortal"" monster on the field. If there is no face-up Field Spell Card on the field, destroy this card. Your opponent cannot select this card as an attack target. This card can attack your opponent directly. Once per turn, you can Tribute 1 monster, except this card, to select and take control of 1 face-up monster your opponent controls, until the End Phase. "
,SOVR-EN026 ,Earthbound Immortal Wiraqocha Rasca ,Effect Monster ,Ultra Rare ,,Dark ,Winged Beast ,10,100,100,"There can only be 1 face-up ""Earthbound Immortal"" monster on the field. If there is no face-up Field Spell Card on the field, destroy this card. Your opponent cannot select this card as an attack target. This card can attack your opponent directly. When this card is Normal Summoned, return up to 3 cards you control to your Deck, except this card, and discard the same number of cards from your opponent's hand at random. This card gains 1000 ATK for each card discarded by this effect. "
,SOVR-EN027 ,Koa'ki Meiru Sea Panther ,Effect Monster ,Common ,,Light ,Sea Serpent ,5,1900,1200,"During each of your End Phases, destroy this card unless you send 1 ""Iron Core of Koa'ki Meiru"" from your hand to the Graveyard or reveal 1 WATER monster in your hand. Once per turn, you can send 1 ""Iron Core of Koa'ki Meiru"" from your hand to the Graveyard to return 1 Spell Card from your Graveyard to the top of your Deck. "
,SOVR-EN028 ,Koa'ki Meiru Rooklord ,Effect Monster ,Super Rare ,,Earth ,Warrior ,7,2800,2200,"During each of your End Phases, destroy this card unless you send 1 ""Iron Core of Koa'ki Meiru"" from your hand to the Graveyard or reveal 1 Warrior-Type monster in your hand. You can Tribute Summon this card by Tributing 1 ""Koa'ki Meiru"" monster. When this card is Normal Summoned, you can remove from play 1 ""Koa'ki Meiru"" card in your Graveyard to destroy up to 2 cards your opponent controls. "
,SOVR-EN029 ,Tuned Magician ,Gemini Monster ,Common ,,Wind ,Spellcaster ,4,1800,1600,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it be treated as an Effect Monster with this effect:
This card is treated as a Tuner Monster. "
,SOVR-EN030 ,Crusader of Endymion ,Gemini Monster ,Ultra Rare ,,Light ,Spellcaster ,4,1900,1200,"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it be treated as an Effect Monster with this effect:
Once per turn, you can place 1 Spell Counter on a face-up card on the field that you can place a Spell Counter on. If you do, this card gains 600 ATK until the End Phase. "
,SOVR-EN031 ,Woodland Archer ,Effect Monster ,Common ,,Earth ,Beast-Warrior ,3,1400,1300,This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by having 2 or more Normal Monsters in your Graveyard. You can Tribute this card to add 1 Gemini monster from your Deck to your hand. 
,SOVR-EN032 ,Knight of the Red Lotus ,Effect Monster ,Super Rare ,,Fire ,Warrior ,6,2100,1800,"If you have exactly 3 Normal Monsters in your Graveyard, you can Special Summon this card from your hand by removing from play 2 Normal Monsters from your Graveyard. Once per turn, you can select and Special Summon 1 Level 4 or lower Normal Monster from your Graveyard. "
,SOVR-EN033 ,Energy Bravery ,Effect Monster ,Common ,,Light ,Warrior ,4,1700,1200,Gemini monsters you control that are being treated as Effect Monsters cannot be destroyed by card effects. 
,SOVR-EN034 ,Swap Frog ,Effect Monster ,Common ,,Water ,Aqua ,2,1000,500,"You can discard 1 WATER monster to Special Summon this card from your hand. When this card is Summoned, you can select and send 1 Level 2 or lower Aqua-Type WATER monster from your Deck or your side of the field to the Graveyard. Once per turn, you can return 1 monster you control to your hand to Normal Summon 1 ""Frog"" monster, except ""Swap Frog"" or ""Frog the Jam"", in addition to your Normal Summon or Set this turn. "
,SOVR-EN035 ,Lord British Space Fighter ,Effect Monster ,Rare ,,Light ,Machine ,4,1200,800,"If this card destroys an opponent's monster by battle, select and activate 1 of these effects:
You can attack once again in a row. 
Select and destroy 1 Set card on the field.
Special Summon 1 ""Multi Token"" (Machine-Type/LIGHT/Level 4/ATK 1200/DEF 1200). "
,SOVR-EN036 ,Oshaleon ,Effect Monster ,Common ,,Water ,Reptile ,3,1400,800,"While you control this face-up card, your opponent cannot select a monster other than ""Oshaleon"" as an attack target. When this card is destroyed by battle and sent to the Graveyard, you can add 1 Reptile-Type monster with 500 ATK or less from your Deck to your hand. "
,SOVR-EN037 ,Djinn Releaser of Rituals ,Effect Monster ,Rare ,,Dark ,Fiend ,3,1200,2000,"When you Ritual Summon a Ritual Monster, you can remove from play this card from your Graveyard as 1 of the monsters required for the Ritual Summon. While the monster Ritual Summoned using this card is face-up on the field, your opponent cannot Special Summon. "
,SOVR-EN038 ,Djinn Presider of Rituals ,Effect Monster ,Rare ,,Dark ,Fiend ,4,1800,1400,"When you Ritual Summon a Ritual Monster, you can remove from play this card from your Graveyard as 1 of the monsters required for the Ritual Summon. If the monster Ritual Summoned using this card destroys a monster by battle, the controller of the Ritual Monster draws 1 card. "
,SOVR-EN039 ,Divine Grace - Northwemko ,Ritual Monster ,Ultra Rare ,,Light ,Spellcaster ,7,2700,1200,"This card can only be Ritual Summoned with the Ritual Spell Card, ""Ritual of Grace"". When this card is Ritual Summoned, select a number of face-up cards on the field (except this card), up to the number of monsters you used for the Ritual Summon. While any of the selected cards are face-up on the field, this card cannot be destroyed by card effects. "
,SOVR-EN040 ,Majestic Star Dragon ,Synchro/Effect Monster ,Ultra Rare ,,Wind ,Dragon ,10,3800,3000,"""Majestic Dragon"" + ""Stardust Dragon"" + 1 non-Tuner monster
You can Tribute this card to negate the activation of an opponent's Spell Card, Trap Card, or Effect Monster's effect and destroy all cards your opponent controls. Once per turn, you can negate the effect(s) of 1 face-up monster your opponent controls until the End Phase. Also, if the negated effect can be activated, you can activate it once as this card's effect. During the End Phase, return this card from the field to the Extra Deck, and Special Summon 1 ""Stardust Dragon"" from your Graveyard. "
,SOVR-EN041 ,Blackwing - Silverwind the Ascendant ,Synchro/Effect Monster ,Ultra Rare ,,Dark ,Winged Beast ,8,2800,2000,"1 ""Blackwing"" Tuner Monster + 2 or more non-Tuner monsters
When this card is Synchro Summoned, you can select and destroy up to 2 face-up monsters on the field with DEF lower than this card's ATK. You cannot conduct your Battle Phase the turn you activate this effect. The next time a ""Blackwing"" monster you control would be destroyed by battle during your opponent's turn, it is not destroyed; this effect only happens once. "
,SOVR-EN042 ,Reptilianne Hydra ,Synchro/Effect Monster ,Super Rare ,,Dark ,Reptile ,6,2100,1500,"1 ""Reptilianne"" Tuner + 1 or more non-Tuner Monsters
When this card is Synchro Summoned, destroy all face-up monsters with 0 ATK that your opponent controls, and draw 1 card for each monster destroyed. "
,SOVR-EN043 ,Black Brutdrago ,Synchro/Effect Monster ,Super Rare ,,Fire ,Dragon ,8,3000,2600,"1 Tuner + 1 or more non-Tuner Gemini monsters
Once per turn, you can send 1 Gemini monster from your hand to the Graveyard to select and destroy 1 Spell or Trap Card your opponent controls. When this card is destroyed and sent to the Graveyard, you can select 1 Gemini monster in your Graveyard and Special Summon it. The Special Summoned Gemini monster is treated as an Effect Monster, and gains its effect. "
,SOVR-EN044 ,Explosive Magician ,Synchro/Effect Monster ,Ultra Rare ,,Light ,Spellcaster ,6,2500,1800,"1 Tuner + 1 or more non-Tuner Spellcaster monsters
By removing 2 Spell Counters from your side of the field, destroy 1 Spell Card or Trap Card your opponent controls. "
,SOVR-EN045 ,Spider Web ,Spell ,Common ,,,Field ,,,,"If a monster declares an attack, it is changed to Defense Position at the end of the Damage Step. It cannot change its battle position until the End Phase of its controller's next turn, while this card remains on the field. "
,SOVR-EN046 ,Earthbound Whirlwind ,Spell ,Super Rare ,,,Normal ,,,,"Activate only while you control a face-up ""Earthbound Immortal"" monsters. Destroy all Spell and Trap Cards your opponent controls. "
,SOVR-EN047 ,Savage Colosseum ,Spell ,Common ,,,Field ,,,,"If a monster attacks, its controller gains 300 Life Points at the end of the Damage Step. All monsters must attack, if able. During the End Phase, destroy all face-up Attack Position monsters the turn player controls, that did not declare an attack. "
,SOVR-EN048 ,Attack Pheromones ,Spell ,Common ,,,Continuous ,,,,"If a monster you control attacks a Defense Position monster, change that monster to face-up Attack Position at the end of the Damage Step if your attacking monster is Reptile-Type. "
,SOVR-EN049 ,Molting Escape ,Spell ,Common ,,,Equip ,,,,"Equip only to a Reptile-Type monster. Once per turn, if the equipped monster would be destroyed by battle, it is not destroyed. The equipped monster gains 300 ATK at the end of the Damage Step each time this effect is applied. "
,SOVR-EN050 ,Reptilianne Spawn ,Spell ,Common ,,,Normal ,,,,"Remove from play 1 ""Reptilianne"" monster from your Graveyard. Special Summon 2 ""Reptilianne Tokens"" (Reptile-Type/EARTH/Level 1/ATK 0/DEF 0) to your side of the field. "
,SOVR-EN051 ,Fortune's Future ,Spell ,Super Rare ,,,Normal ,,,,"Select 1 of your removed from play ""Fortune Lady"" monsters and return it to the Graveyard. Then draw 2 cards. "
,SOVR-EN052 ,Time Passage ,Spell ,Common ,,,Quick-Play ,,,,"Increase the Level of 1 face-up ""Fortune Lady"" monster you control by 3, until the End Phase. "
,SOVR-EN053 ,Iron Core Armor ,Spell ,Common ,,,Equip ,,,,"Equip only to a ""Koa'ki Meiru"" monster. During damage calculation only, monsters that battle with the equipped monster lose ATK equal to the equipped monster's Level x 100. If the equipped monster would be destroyed during the End Phase, you can send this card to the Graveyard instead. "
,SOVR-EN054 ,Herculean Power ,Spell ,Common ,,,Continuous ,,,,"Once per turn, if your opponent controls a monster and you control no monsters, you can Special Summon 1 Level 4 or lower Gemini monster from your hand. "
,SOVR-EN055 ,Gemini Spark ,Spell ,Common ,,,Quick-Play ,,,,Tribute 1 face-up Level 4 Gemini Monster and select 1 card on the field. Destroy the selected card and Draw 1 card. 
,SOVR-EN056 ,Ritual of Grace ,Spell ,Common ,,,Ritual ,,,,"This card is used to Ritual Summon ""Divine Grace - Northwemko"". You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand. During your Main Phase, you can remove from play this card from your Graveyard to make 1 face-up Ritual Monster you control become un-targetable by effects this turn. "
,SOVR-EN057 ,Preparation of Rites ,Spell ,Super Rare ,,,Normal ,,,,Add to your hand 1 Level 7 or lower Ritual Monster Card from your Deck. Then you can add to your hand 1 Ritual Spell Card from your Graveyard. 
,SOVR-EN058 ,Moray of Greed ,Spell ,Common ,,,Normal ,,,,Return 2 WATER monsters from your hand to your Deck and draw 3 cards. 
,SOVR-EN059 ,Spiritual Forest ,Spell ,Common ,,,Continuous ,,,,"Each turn, the first face-up Beast-Type, Beast-Warrior-Type, or Plant-Type monster you control that would be destroyed by battle, is not destroyed. "
,SOVR-EN060 ,Raging Mad Plants ,Spell ,Rare ,,,Quick-Play ,,,,"Face-up Plant-Type monsters you control gain 300 ATK for each Plant-Type monster in your Graveyard until the End Phase of this turn. At the End Phase of your turn, destroy all face-up Plant-Type monsters you control. "
,SOVR-EN061 ,Insect Neglect ,Spell ,Common ,,,Continuous ,,,,"When your opponent's monster declares an attack, you can remove from play 1 Insect-Type monster from your Graveyard to negate the attack. "
,SOVR-EN062 ,Faustian Bargain ,Spell ,Common ,,,Normal ,,,,Send 1 Special Summoned monster on either side of the field to the Graveyard and Special Summon 1 Level 4 or lower Normal Monster from your hand. 
,SOVR-EN063 ,Slip Summon ,Trap ,Common ,,,Normal ,,,,Activate only when your opponent Summons a monster. Special Summon 1 Level 4 or lower monster from your hand in face-up Defense Position. Return it to the owner's hand during the End Phase. 
,SOVR-EN064 ,Synchro Barrier ,Trap ,Common ,,,Normal ,,,,Tribute 1 Synchro Monster you control. You do not take any damage until the End Phase of the next turn. 
,SOVR-EN065 ,Enlightenment ,Trap ,Common ,,,Normal ,,,,"You cannot Summon the turn you activate this card. Activate at the end of the Damage Step, if a Spellcaster-Type monster you control attacked and destroyed an opponent's monster by battle. That monster can attack again (immediately). "
,SOVR-EN066 ,Bending Destiny ,Trap ,Common ,,,Counter ,,,,"Activate only if all face-up monsters you control are ""Fortune Lady"" monsters. Negate the activation of a Spell or Trap Card, or the Normal Summon of a monster, and remove that card from play. The card removed from play by this effect is returned to its owner's hand during the End Phase. "
,SOVR-EN067 ,Inherited Fortune ,Trap ,Rare ,,,Normal ,,,,"Activate during the turn a face-up ""Fortune Lady"" monster you control was destroyed. Special Summon up to 2 ""Fortune Lady"" monsters from your hand during your next Standby Phase. "
,SOVR-EN068 ,Spider Egg ,Trap ,Common ,,,Normal ,,,,"Activate only when your opponent declares a direct attack, while you have 3 or more Insect-Type monsters in your Graveyard. Negate that attack. Special Summon 3 ""Spider Tokens"" (Insect-Type/EARTH/Level 1/ATK 100/DEF 100) in Attack Position. "
,SOVR-EN069 ,Wolf in Sheep's Clothing ,Trap ,Common ,,,Normal ,,,,"Activate only when you take Battle Damage from your opponent's monster's direct attack. Reveal 1 Level 1 monster in your hand. Special Summon it from your hand, and 1 monster with the same name from your Deck. "
,SOVR-EN070 ,Earthbound Wave ,Trap ,Common ,,,Counter ,,,,"Activate only while you control a face-up ""Earthbound Immortal"" monster. Negate the activation of a Spell or Trap Card your opponent controls, and destroy it. "
,SOVR-EN071 ,Roar of the Earthbound ,Trap ,Common ,,,Continuous ,,,,"Once per turn, when your opponent's monster declares an attack, if the ATK of the attacking monster is lower than that of a face-up ""Earthbound Immortal"" monster you control, destroy the attacking monster and inflict damage to your opponent equal to half the destroyed monster's ATK. "
,SOVR-EN072 ,Limit Impulse ,Trap ,Common ,,,Normal ,,,,"Send 2 cards from your hand to the Graveyard. Special Summon 2 ""Soul Tokens"" (Fiend-Type/DARK/Level 1/ATK 0/DEF 0). These Tokens cannot be Tributed except for a Tribute Summon. "
,SOVR-EN073 ,Infernity Force ,Trap ,Common ,,,Normal ,,,,"Activate only when an ""Infernity"" monster is selected as an attack target while you have no cards in your hand. Destroy the attacking monster and Special Summon 1 ""Infernity"" monster from your Graveyard. "
,SOVR-EN074 ,Nega-Ton Corepanel ,Trap ,Rare ,,,Counter ,,,,"Activate only if you control a face-up ""Koa'ki Meiru"" monster and have ""Iron Core of Koa'ki Meiru"" in your Graveyard. Negate the activation of an Effect Monster's effect, and destroy it. "
,SOVR-EN075 ,Gemini Counter ,Trap ,Common ,,,Counter ,,,,"Change 1 face-up Gemini Monster you control to face-down Defense Position and negate the activation of an opponent's Spell Card, and destroy it. "
,SOVR-EN076 ,Gemini Booster ,Trap ,Common ,,,Normal ,,,,"Equip this card to a Gemini monster you control as an Equip Card. It gains 700 ATK. When this card is destroyed while equipped and sent to the Graveyard, select 1 face-up Gemini monster and treat it as an Effect Monster. "
,SOVR-EN077 ,Ritual Buster ,Trap ,Common ,,,Normal ,,,,Activate only when a Ritual Monster is Ritual Summoned. Your opponent cannot activate any Spell or Trap Cards or use their effects until your next Standby Phase. 
,SOVR-EN078 ,Stygian Dirge ,Trap ,Common ,,,Continuous ,,,,Reduce the Levels of all face-up monsters your opponent controls by 1. 
,SOVR-EN079 ,Seal of Wickedness ,Trap ,Super Rare ,,,Continuous ,,,,"Once per turn, during your opponent's Standby Phase, select 1 face-up card on the field. The selected card's effect(s) is negated during that turn. During each of your Standby Phases, pay 500 Life Points or destroy this card. "
,SOVR-EN080 ,Appointer of the Red Lotus ,Trap ,Common ,,,Normal ,,,,Pay 2000 Life Points and reveal all cards in your hand. Look at your opponent's hand and select 1 card. Remove that card from play until the End Phase of your opponent’s next turn. 
,SOVR-EN081 ,Koa'ki Meiru Maximus ,Effect Monster ,Ultra Rare ,,Wind ,Dragon ,8,3000,2500,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 ""Iron Core of Koa'ki Meiru"" from your hand. During each of your End Phase, destroy this card unless you send 1 ""Iron Core of Koa'ki Meiru"" or 1 ""Koa'ki Meiru"" monster from your hand to the Graveyard. Once per turn, during your Main Phase, you can select and destroy 1 card your opponent controls. "
,SOVR-EN082 ,"Shire, Lightsworn Spirit ",Effect Monster ,Super Rare ,,Light ,Fairy ,3,400,1400,"This card gains 300 ATK for each ""Lightsworn"" monster with a different name in your Graveyard. During each of your End Phases, send the top 2 cards of your Deck to the Graveyard. "
,SOVR-EN083 ,"Rinyan, Lightsworn Rogue ",Effect Monster ,Rare ,,Light ,Beast ,2,100,100,"FLIP: Return 1 ""Lightsworn"" monster from your Graveyard to your Deck and draw 1 card. "
,SOVR-EN084 ,"Yellow Baboon, Archer of the Forest ",Effect Monster ,Ultra Rare ,,Earth ,Beast ,7,2600,1800,"When a Beast-Type monster you control is destroyed by battle and sent to the Graveyard, you can remove from play 2 Beast-Type monsters from your Graveyard to Special Summon this card from your hand. "
,SOVR-EN085 ,Gemini Scorpion ,Effect Monster ,Rare ,,Earth ,Warrior ,4,1600,400,"When this card is Normal or Special Summoned, you can Special Summon 1 Level 4 or lower Gemini Monster from your hand. "
,SOVR-EN086 ,Metabo-Shark ,Effect Monster ,Super Rare ,,Water ,Fish ,4,1800,500,"When this card is Normal Summoned, you can select and return 2 Fish-Type monsters from your Graveyard to the Deck. "
,SOVR-EN087 ,Earthbound Revival ,Spell ,Rare ,,,Normal ,,,,"Discard 1 card. Select 1 ""Earthbound Immortal"" monster and 1 Field Spell Card in your Graveyard, and add them to your hand. "
,SOVR-EN088 ,Reptilianne Poison ,Spell ,Rare ,,,Normal ,,,,"Activate only if you control a face-up ""Reptilianne"" monster. Change 1 Defense Position monster your opponent controls to face-up Attack Position and reduce its ATK to 0. "
,SOVR-EN089 ,Gateway of the Six ,Spell ,Super Rare ,,,Continuous ,,,,"Each time a ""Six Samurai"" monster is Normal or Special Summoned, place 2 Bushido Counters on this card. You can remove Bushido Counters from your side of the field to apply the following effects. 
2 Counters: Until the End Phase of this turn, 1 face-up ""Six Samurai"" or ""Shien"" Effect Monster gains 500 ATK. 
4 Counters: Add 1 ""Six Samurai"" monster from your Deck or Graveyard to your hand. 
6 Counters: Special Summon 1 ""Shien"" Effect Monster from your Graveyard. "
,SOVR-EN090 ,Dark Rabbit ,Normal Monster ,Rare ,,Dark ,Beast ,4,1100,1500,"He leaps up, down, and all around! Nobody can lay a hand on this funny bunny. "
,SOVR-EN091 ,Shine Palace ,Spell ,Rare ,,,Equip ,,,,Equip only to a LIGHT monster. It gains 700 ATK. 
,SOVR-EN092 ,Dark Simorgh ,Effect Monster ,Secret Rare ,,Dark ,Winged Beast ,7,2700,1000,While this card is face-up on the field its Attribute is also treated as WIND. You can remove from play 1 DARK monster and 1 WIND monster from your Graveyard to Special Summon this card from your hand. You can remove from play 1 DARK monster and 1 WIND monster from your hand to Special Summon this card from your Graveyard. Your opponent cannot Set any cards on the field. 
,SOVR-EN093 ,Victoria ,Effect Monster ,Secret Rare ,,Light ,Fairy ,4,1800,1500,"Once per turn, you can select and Special Summon 1 Dragon-Type monster from your opponent's Graveyard to your side of the field. Your opponent cannot select another face-up Fairy-Type monster as an attack target. "
,SOVR-EN094 ,Ice Queen ,Effect Monster ,Secret Rare ,,Water ,Spellcaster ,8,2900,2100,"This card cannot be Special Summoned from the Graveyard. When this face-up card you control is destroyed and sent to the Graveyard, if you have 3 or more Spellcaster-Type monsters in your Graveyard, you can select and add 1 Spell Card from your Graveyard to your hand. "
,SOVR-EN095 ,Shutendoji ,Effect Monster ,Secret Rare ,,Earth ,Zombie ,4,1500,800,"Once per turn, you can activate 1 of these effects:
Remove from play 2 Zombie-Type monsters from your Graveyard to draw 1 card.
Select and return 1 of your removed from play Zombie-Type monsters to the top of your Deck. "
,SOVR-EN096 ,Archlord Kristya ,Effect Monster ,Secret Rare ,,Light ,Fairy ,8,2800,2300,"If you have exactly 4 Fairy-Type monsters in your Graveyard, you can Special Summon this card from your hand. When you do, add 1 Fairy-Type monster from your Graveyard to your hand. Neither player can Special Summon monsters. If this face-up card would be sent from the field to the Graveyard, it returns to the top of the owner's Deck, instead. "
,SOVR-EN097 ,Guardian Eatos ,Effect Monster ,Secret Rare ,,Wind ,Fairy ,8,2500,2000,"If you have no monsters in your Graveyard, you can Special Summon this card from your hand. You can send 1 Equip Spell Card equipped to this card to the Graveyard to select and remove from play up to 3 monsters in your opponent's Graveyard. This card gains 500 ATK for each monster removed by this effect, until the End Phase. "
,SOVR-EN098 ,Clear Vice Dragon ,Effect Monster ,Secret Rare ,,Dark ,Dragon ,8,? ,0,"You are unaffected by the effects of ""Clear World"". If this card attacks an opponent's monster, the ATK of this card becomes twice the ATK the attack target, during damage calculation only. If this card would be destroyed by an opponent's card effect, you can discard 1 card instead. "
,SOVR-EN099 ,Clear World ,Spell ,Secret Rare ,,,Field ,,,,"During each of your End Phases, pay 500 Life Points or destroy this card. Each player receives certain effects, depending on the monster Attributes they control: 
LIGHT: Play with your hand revealed at all times. 
DARK: If you control 2 or more monsters, you cannot declare an attack. 
EARTH: During your Standby Phase, destroy 1 face-up Defense Position monster you control. 
WATER: During your End Phase, discard 1 card. 
FIRE: During your End Phase, take 1000 damage. 
WIND: You must pay 500 Life Points to activate a Spell Card. "
,SOVR-ENSE1,Tempest Magician,,,,,,,,,
,SOVR-ENSE2,Charge of the Light Brigade,,,,,,,,,
