Check,Card # ,Card Name ,Type ,Rarity ,Value,Attribute ,Sub Type ,Level ,ATK ,DEF ,Card Text 
,RGBT-EN010 ,Blackwing Blizzard the Far North ,Tuner Monster ,Rare ,,Dark ,Winged Beast ,2,1300,0,"This card cannot be Special Summoned. When this card is Normal Summoned, you can Special Summon 1 Level 4 or lower ""Blackwing"" monster from your Graveyard in face-up Defense Position. "
,RGBT-EN011 ,Blackwing - Shura the Blue Flame ,Effect Monster ,Common ,,Dark ,Winged Beast ,4,1800,1200,"When this card destroys an opponent's monster by battle and sends it to the Graveyard, you can Special Summon 1 ""Blackwing"" monster with 1500 or less ATK from your Deck. That monster's effect(s) is negated. "
,RGBT-EN012 ,Blackwing - Kalut the Moon Shadow ,Effect Monster ,Common ,,Dark ,Winged Beast ,3,1400,1000,"When a ""Blackwing"" monster you control attacks or is attacked, you can send this card from your hand to the Graveyard during the Damage Step to have that monster gain 1400 ATK until the End Phase. "
,RGBT-EN013 ,Blackwing - Elphin the Raven ,Effect Monster ,Ultra Rare ,,Dark ,Winged Beast ,6,2200,1200,"If you control a face-up ""Blackwing"" monster, you can Normal Summon this card without Tributing. When this card is Normal Summoned, you can change the Battle Position of 1 monster your opponent controls. "
,RGBT-EN014 ,Morphtronic Remoten ,Tuner Monster ,Rare ,,Earth ,Machine ,3,300,1200,"While in Attack Position: Once per turn, you can remove from play 1 ""Morphtronic"" monster from your Graveyard and add 1 ""Morphtronic"" monster with the same Level as that monster from your Deck to your hand.
While in Defense Position: Once per turn, you can send 1 ""Morphtronic"" monster from your hand to the Graveyard and add 1 ""Morphtronic"" monster with the same Level as that monster from your Graveyard to your hand. "
,RGBT-EN015 ,Morphtronic Videon ,Effect Monster ,Common ,,Light ,Machine ,4,1000,1000,"While in Attack Position: This card gains 800 ATK for each Equip Card quipped to it.
While in Defense Position: This card gains 800 DEF for each Equip Card equipped to it. "
,RGBT-EN016 ,Morphtronic Scopen ,Tuner Monster ,Common ,,Light ,Machine ,3,800,1400,"While in Attack Position: Once per turn, you can Special Summon 1 Level 4 ""Morphtronic"" monster from your hand. Destroy it during the End Phase.
While in Defense Position: While this card is in face-up Defense Position, it is Level 4. "
,RGBT-EN017 ,Gadget Arms ,Effect Monster ,Common ,,Water ,Machine ,2,200,400,"FLIP: Select 1 ""Morphtronic"" Spell or Trap Card in your Graveyard and add it to your hand. "
,RGBT-EN018 ,Torapart ,Tuner Monster ,Rare ,,Dark ,Warrior ,2,600,600,"This card cannot be used as a Synchro Material Monster, except for the Synchro Summon of a Warrior-Type Synchro Monster. If the Synchro Monster that used this card as a Synchro Material Monster attacks, your opponent cannot activate Trap Cards until the end of the Damage Step. "
,RGBT-EN019 ,Earthbound Immortal Aslla Piscu ,Effect Monster ,Ultra Rare ,,Dark ,Winged Beast ,10,2500,2500,"There can only be 1 face-up ""Earthbound Immortal"" monster on the field. If there is no face-up Field Spell Card on the field, destroy this card. Your opponent cannot select this card as an attack target. This card can attack your opponent directly. When this card is removed from the field, except by its own effect, destroy all monsters your opponent controls, and inflict 800 damage to your opponent for each monster destroyed. "
,RGBT-EN020 ,Earthbound Immortal Ccapac Apu ,Effect Monster ,Ultra Rare ,,Dark ,Fiend ,10,3000,2500,"There can only be 1 face-up ""Earthbound Immortal"" monster on the field. If there is no face-up Field Spell Card on the field, destroy this card. Your opponent cannot select this card as an attack target. This card can attack your opponent directly. If this card destroys an opponent's monster by battle, inflict damage to your opponent equal to the destroyed monster's ATK. "
,RGBT-EN021 ,Koa'ki Meiru Valafar ,Effect Monster ,Super Rare ,,Fire ,Fiend ,8,3000,2100,"During each of your End Phases, destroy this card unless you send 1 ""Iron Core of Koa'ki Meiru"" from your hand to the Graveyard. You can Tribute Summon this monster by Tributing 1 ""Koa'ki Meiru"" monster. This card cannot be destroyed by the effects of Trap Cards. During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent. "
,RGBT-EN022 ,Koa'ki Meiru Powerhand ,Effect Monster ,Super Rare ,,Earth ,Machine ,4,2100,1600,"During each of your End Phases, destroy this card unless you send 1 ""iron Core of Koa'Ki Meiru"" from your hand to the Graveyard or reveal 1 Normal Trap Card in your hand. If this card battles a LIGHT or DARK monster, that monster's effect(s) is negated during the Battle Phase, while this card remains on the field. "
,RGBT-EN023 ,Koa'ki Meiru Guardian ,Effect Monster ,Common ,,Earth ,Rock ,4,1900,1200,"During each of your End Phases, destroy this card unless you send 1 ""Iron Core of Koa'ki Meiru"" from your hand to the Graveyard or reveal 1 Rock-Type monster in your hand. You can Tribute this card to negate the activation of an Effect Monster's effect and destroy that monster. "
,RGBT-EN024 ,Koa'ki Meiru Drago ,Effect Monster ,Ultra Rare ,,Wind ,Dragon ,4,1900,1600,"During each of your End Phases, destroy this card unless you send 1 ""Iron Core of Koa'ki Meiru"" from your hand to the Graveyard or reveal 1 Dragon-Type monster in your hand. LIGHT and DARK monsters cannot be Special Summoned. "
,RGBT-EN025 ,Koa'ki Meiru Ice ,Effect Monster ,Rare ,,Water ,Aqua ,4,1900,1200,"During each of your End Phases, destroy this card unless you send 1 ""Iron Core of Koa'ki Meiru"" from your hand to the Graveyard or reveal 1 Continuous Spell Card in your hand. You can send 1 card from your hand to the Graveyard to destroy 1 Special Summoned monster on the field. "
,RGBT-EN026 ,Koa'ki Meiru Doom ,Effect Monster ,Common ,,Wind ,Fiend ,3,1700,800,"During each of your End Phases, destroy this card unless you send 1 ""Iron Core of Koa'ki Meiru"" from your hand to the Graveyard or reveal 1 Fiend-Type monster in your hand. Effects of LIGHT and DARK Effect Monsters that activate during the Main Phase are negated. "
,RGBT-EN027 ,Brain Golem ,Effect Monster ,Rare ,,Dark ,Fiend ,6,2500,1800,"Effects of face-up LIGHT monsters are negated. If this card destroys a LIGHT monster by battle, it can attack once again in a row. "
,RGBT-EN028 ,Minoan Centaur ,Effect Monster ,Common ,,Earth ,Beast-Warrior ,6,1800,1000,This card cannot be Special Summoned. You can Tribute this card to Special Summon 2 Level 4 Beast-Type Normal Monsters from your Deck. 
,RGBT-EN029 ,Reinforced Human Psychic Borg ,Effect Monster ,Super Rare ,,Earth ,Psychic ,4,1500,800,"Up to twice per turn, you can remove from play 1 Psychic-Type monster from your Graveyard to have this card gain 500 ATK. "
,RGBT-EN030 ,Master Gig ,Effect Monster ,Common ,,Earth ,Psychic ,8,2600,1400,"Once per turn, you can pay 1000 Life Points to destroy monsters your opponent controls equal to the number of face-up Psychic-Type monsters you control. "
,RGBT-EN031 ,Emissary from Pandemonium ,Tuner Monster ,Common ,,Earth ,Fiend ,7,2600,1800,"This card cannot be Special Summoned. You can Normal Summon this card with 1 Tribute. If you do, it becomes Level 5 and its original ATK and DEF are halved. "
,RGBT-EN032 ,Gigastone Omega ,Effect Monster ,Common ,,Earth ,Rock ,5,1000,2300,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 2 EARTH monsters from your Graveyard. When this face-up card you control is sent to the Graveyard by a card effect, destroy all Spell and Trap Cards your opponent controls. "
,RGBT-EN033 ,Alien Dog ,Effect Monster ,Common ,,Light ,Reptile ,3,1500,1000,"When you Normal Summon an ""Alien"" monster, you can Special Summon this card from your hand. When you do, place 2 A-Counters on face-up monster(s) your opponent controls. "
,RGBT-EN034 ,Spined Gillman ,Effect Monster ,Common ,,Water ,Sea Serpent ,3,1300,0,"All Fish-Type, Sea-Serpent-Type and Aqua-Type monsters you control gain 400 ATK. "
,RGBT-EN035 ,Deep Sea Diva ,Tuner Monster ,Rare ,,Water ,Sea Serpent ,2,200,400,"When this card is Normal Summoned, you can Special Summon 1 Level 3 or lower Sea-Serpent-Type monster from your Deck. "
,RGBT-EN036 ,Mermaid Archer ,Effect Monster ,Common ,,Water ,Sea Serpent ,3,1200,200,"Once per turn, you can equip 1 Level 3 or lower monster you control to this card. If you do, this card gains 800 ATK. If this card would be destroyed, you can destroy the equipped monster instead. (You can only equip 1 monster at a time to this card.) "
,RGBT-EN037 ,Lava Dragon ,Effect Monster ,Common ,,Fire ,Dragon ,4,1600,1200,"You can Tribute this face-up Defense Position card to Special Summon 2 Level 3 or lower Dragon-Type monsters: 1 from your hand, and 1 from your Graveyard. "
,RGBT-EN038 ,Vanguard of the Dragon ,Effect Monster ,Common ,,Earth ,Dragon ,4,1700,1300,"You can send 1 Dragon-Type monster from your hand to the Graveyard to have this card gain 300 ATK. When this card you control is sent to the Graveyard by your opponent's card effect, you can Special Summon 1 Dragon-Type Normal Monster from either player's Graveyard. "
,RGBT-EN039 ,G.B. Hunter ,Effect Monster ,Common ,,Earth ,Warrior ,4,1200,2000,Cards on the field cannot be returned to the Deck. 
,RGBT-EN040 ,Exploder Dragonwing ,Synchro/Effect Monster ,Ultra Rare ,,Dark ,Dragon ,7,2400,1600,"1 Tuner + 1 or more non-Tuner Dragon-Type monsters
If this card battles a monster whose ATK is equal to or less than the ATK of this card, you can destroy the monster immediately with this card's effect without applying damage calculation, and inflict damage to your opponent equal to that monster's ATK. "
,RGBT-EN041 ,Blackwing Armed Wing ,Synchro/Effect Monster ,Super Rare ,,Dark ,Winged Beast ,6,2300,1000,"1 ""Blackwing"" Tuner + 1 or more non-Tuner monsters
If this card attacks a Defense Position monster, it gains 500 ATK during the Damage Step only. During battle between this attacking card and a Defense Position monster whose DEF is lower then this ATK of this card, inflict the difference as Damage Damage to your opponent. "
,RGBT-EN042 ,Power Tool Dragon ,Synchro/Effect Monster ,Ultra Rare / Ghost Rare ,,Earth ,Machine ,7,2300,2500,"Tuner + 1 or more Non-Tuner monster
Once per tur, during your Main Phase, you can select 3 Equip Spell Cards from your Deck, have your opponent pick 1 of them at random, and add it to your hand. Return the remaining cards to your Deck. If this card would be destroyed while equipped with an Equip Spell Card, you can send this card to the Graveyard instead. "
,RGBT-EN043 ,Trident Dragion ,Synchro/Effect Monster ,Ultra Rare ,,Fire ,Dragon ,10,3000,2800,"1 Dragon-Type Tuner + 1 or more non-Tuner Dragon-Type monsters
This monster cannot be Special Summoned except by Synchro Summon. When this card is Synchro Summoned, you can destroy up to 2 cards you control. If you do, for each card destroyed by this effect, this card gains 1 additional attack this turn. "
,RGBT-EN044 ,Sea Dragon Lord Gishilnodon ,Synchro/Effect Monster ,Super Rare ,,Water ,Sea Serpent ,5,2300,1800,"1 Tuner + 1 Level 3 non-Tuner monster
When a face-up Level 3 or lower monster on the field is sent to the Graveyard, this card's ATK becomes 3000 until the End Phase of this turn. "
,RGBT-EN045 ,One for One ,Spell ,Rare ,,,Normal ,,,,Send 1 Monster Card from your hand to the Graveyard. Special Summon 1 Level 1 monster from your hand or Deck. 
,RGBT-EN046 ,Mind Trust ,Spell ,Common ,,,Normal ,,,,Tribute 1 Level 2 or higher monster. Add 1 Tuner Monster from your Graveyard to your hand whose Level is less than or equal to half of the Tributed monster's. 
,RGBT-EN047 ,Thorn of Malice ,Spell ,Common ,,,Equip ,,,,"Equip only to ""Black Rose Dragon"" or a Plant-Type monster. It gains 600 ATK. When it attacks a Defense Position monster whose DEF is lower than the ATK of this monster, inflict the difference as Battle Damage to your opponent. If it attacks a monster, that monster loses 600 ATK and DEF after damage calculation. An opponent's monster that battles with the equipped monster cannot be destroyed by that battle. "
,RGBT-EN048 ,Magic Planter ,Spell ,Super Rare ,,,Normal ,,,,Send 1 face-up Continuous Trap Card you control to the Graveyard. Draw 2 cards. 
,RGBT-EN049 ,Wonder Clover ,Spell ,Common ,,,Normal ,,,,"Select 1 face-up monster you control and send 1 Level 4 Plant-Type monster from your hand to the Graveyard. During this turn, the selected monster can attack twice, but other monsters you control cannot declare an attack. "
,RGBT-EN050 ,Against the Wind ,Spell ,Rare ,,,Normal ,,,,"Select 1 ""Blackwing"" monster in your Graveyard. Take damage equal to the ATK of the selected monster, and add it to your hand. "
,RGBT-EN051 ,Black Whirlwind ,Spell ,Common ,,,Continuous ,,,,"When a ""Blackwing"" monster is Normal Summoned to your side of the field, you can add 1 ""Blackwing"" monster from your Deck to your hand that has less ATK than that monster. "
,RGBT-EN052 ,Junk Box ,Spell ,Common ,,,Normal ,,,,"Select and Special Summon 1 Level 4 or lower ""Morphtronic"" monster from your Graveyard. Destroy it during the End Phase. "
,RGBT-EN053 ,Double Tool C&D ,Spell ,Common ,,,Equip ,,,,"Equip only to ""Power Tool Dragon"" or a Level 4 or higher Machine-Type ""Morphtronic"" monster. While equipped: 
During your turn: It gains 1000 ATK. If it attacks, the effect(s) of the attack target is negated during the Battle Phase. 
During your opponent's turn: Your opponent cannot select a monster other than the equipped monster as an attack target. An opponent's monster that battles the equipped monster is destroyed at the end of the Damage Step. "
,RGBT-EN054 ,Morphtronic Repair Unit ,Spell ,Common ,,,Equip ,,,,"Send 1 ""Morphtronic"" monster from your hand to the Graveyard and select 1 ""Morphtronic"" monster in your Graveyard. Special Summon the selected monster and equip it with this card. The equipped monster cannot change its Battle Position. When this card is removed from the Field, destroy the equipped monster. "
,RGBT-EN055 ,Iron Core of Koa'ki Meiru ,Spell ,Rare ,,,Normal ,,,,"During your Draw Phase, if this card is in your Graveyard, you can add this card to your hand instead of drawing, and/or send 1 ""Koa'ki Meiru"" monster from your hand to your Graveyard to add this card to your hand. "
,RGBT-EN056 ,Iron Core Immediate Disposal ,Spell ,Common ,,,Normal ,,,,"Select and send 1 ""Iron Core of Koa'ki Meiru"" from your Deck to your Graveyard. "
,RGBT-EN057 ,Urgent Synthesis ,Spell ,Common ,,,Normal ,,,,"Return 1 ""Iron Core of Koa'ki Meiru"" from your Graveyard to the Deck. Special Summon 1 Level 4 or lower ""Koa'ki Meiru"" monster from your hand or your Graveyard. "
,RGBT-EN058 ,Psychic Path ,Spell ,Common ,,,Normal ,,,,Pay 800 Life Points and select up to 2 of your removed from play Psychic-Type monsters. Add them to your hand. 
,RGBT-EN059 ,Natural Tune ,Spell ,Common ,,,Normal ,,,,Select 1 face-up Level 4 or lower Normal Monster you control. It is treated as a Tuner monster while it is face-up on the field. 
,RGBT-EN060 ,Supremacy Berry ,Spell ,Common ,,,Normal ,,,,"If your Life Points were lower than your opponent's when this card was activated, gain 2000 Life Points. If your Life Points were higher than your opponent's, you take 1000 damage. "
,RGBT-EN061 ,Forbidden Chalice ,Spell ,Ultra Rare ,,,Quick-Play ,,,,"One face-up monster on the field gains 400 ATK, but its effect is negated until the End Phase. "
,RGBT-EN062 ,Calming Magic ,Spell ,Rare ,,,Normal ,,,,"This card can only be activated at the start of Main Phase 1. During the Main Phases and Battle Phase of this turn, neither player can Summon monsters. "
,RGBT-EN063 ,Miracle Locus ,Trap ,Common ,,,Normal ,,,,"Select 1 face-up Attack Position monster you control. Your opponent draws 1 card. The selected monster gains 1000 ATK until the End Phase and can attack up to 2 monsters during this turn's Battle Phase. When it attacks or is attacked this turn, your opponent takes no Battle Damage. "
,RGBT-EN064 ,Crimson Fire ,Trap ,Common ,,,Counter ,,,,"Activate only when your opponent activates a Spell or Trap Card that inflicts damage while you control a face-up ""Red Dragon Archfiend"". You take no damage, and your opponent takes twice the effect damage you would have taken, instead. "
,RGBT-EN065 ,Tuner Capture ,Trap ,Common ,,,Normal ,,,,Activate only when your opponent Synchro Summons a monster. Special Summon 1 Tuner Monster used for that Synchro Summon from their Graveyard to your side of the field. 
,RGBT-EN066 ,Overdoom Line ,Trap ,Common ,,,Continuous ,,,,All Plant-Type monsters Special Summoned from the Graveyard to your side of field while this card is face-up on the field gain 1000 ATK. Destroy this card during your 2nd End Phase after activation. 
,RGBT-EN067 ,Wicked Rebirth ,Trap ,Common ,,,Continuous ,,,,"Pay 800 Life Points, select 1 Synchro Monster from your Graveyard, and Special Summon it in face-up Attack Position. Its effect is negated, and this turn it cannot declare an attack. When this card is removed from the field, destroy that monster. When that monster is destroyed, destroy this card. "
,RGBT-EN068 ,Delta Crow - Anti Reverse ,Trap ,Super Rare ,,,Normal ,,,,"Activate only while you control a face-up ""Blackwing"" monster. If you control exactly 3 ""Blackwing monster, this card can be activated from your hand. Destroy all face-down Spell and Trap Cards your opponent controls. "
,RGBT-EN069 ,Level Retuner ,Trap ,Common ,,,Normal ,,,,Reduce the Level of 1 face-up monster you control by up to 2. 
,RGBT-EN070 ,Fake Feather ,Trap ,Common ,,,Normal ,,,,"Send 1 ""Blackwing"" monster from your hand to the Graveyard and select 1 Normal Trap Card in your opponent's Graveyard. The effect of this card will be same as the select Normal Trap Card. "
,RGBT-EN071 ,Trap Stun ,Trap ,Common ,,,Normal ,,,,Negate the effects of all other Trap Cards on the field during this turn. 
,RGBT-EN072 ,Morphtronic Bind ,Trap ,Common ,,,Continuous ,,,,"While you control a face-up ""Morphtronic"" monster, all Level 4 or higher monsters your opponent controls cannot attack or change their battle positions. "
,RGBT-EN073 ,Reckoned Power ,Trap ,Common ,,,Normal ,,,,"Reveal 1 ""Iron Core of Koa'ki Meiru"" in your hand. Destroy all face-down Spell and Trap Cards your opponent controls. "
,RGBT-EN074 ,Automatic Laser ,Trap ,Common ,,,Normal ,,,,"When your opponent Normal or Special Summons a monster(s) with 1000 or more ATK, reveal 1 ""Iron Core of Koa'ki Meiru"" in your hand to activate this card. Destroy that Summoned monster(s). "
,RGBT-EN075 ,Attack of the Cornered Rat ,Trap ,Common ,,,Continuous ,,,,"If a Level 3 or lower Normal Monster you control battles, during the Damage Step you can pay Life Points in multiples of 100. The ATK of the opponent's monster is reduced by the amount of Life Points you paid, until the End Phase. (You cannot pay more Life Points than the ATK of the opponent's monster.) "
,RGBT-EN076 ,Proof of Powerlessness ,Trap ,Common ,,,Normal ,,,,Activate only while you control a face-up Level 7 or higher monster. Destroy all face-up Level 5 or lower monsters your opponent controls. Monsters you control cannot attack this turn. 
,RGBT-EN077 ,Bone Temple Block ,Trap ,Common ,,,Normal ,,,,"Discard 1 card. Special Summon 1 Level 4 or lower monster from your opponent's Graveyard to your side of the field, and your opponent Special Summons 1 Level 4 or lower monster from your Graveyard to your opponent's side of the field. Those monsters are destroyed during the End Phase of the next turn. "
,RGBT-EN078 ,Grave of the Super Ancient Organism ,Trap ,Ultra Rare ,,,Continuous ,,,,All face-up Level 6 or higher Special Summoned monster on the field cannot declare an attack or activate their effects. 
,RGBT-EN079 ,Swallow Flip ,Trap ,Super Rare ,,,Counter ,,,,"Negate the activation of an Effect Monster's effect that activates when a monster is Special Summoned (including itself), and destroy it. "
,RGBT-EN080 ,Mirror of Oaths ,Trap ,Common ,,,Normal ,,,,Activate only when your opponent Special Summons a monster(s) from their Deck. Destroy that monster(s) and draw 1 card. 
,RGBT-EN081 ,Koa'ki Meiru War Arms ,Effect Monster ,Super Rare ,,Earth ,Beast ,4,1400,1200,"During each of your End Phases, destroy this card unless you send 1 ""Iron Core of Koa'ki Meiru"" from your hand to the Graveyard or reveal 1 Warrior-Type monster in your hand. Once per turn, you can select 1 Level 3 or lower Warrior-Type monster in your Graveyard and equip it to this card. This card gains ATK equal to half of those equipped cards' combined ATK. If this card would be destroyed by battle, the equipped monsters are destroyed instead. (There is no limit to the number of monsters that can be equipped to this card.) "
,RGBT-EN082 ,Immortal Ruler ,Effect Monster ,Secret Rare ,,Earth ,Zombie ,4,1800,200,"This card cannot be Special Summoned. You can Tribute this card to add 1 ""Zombie World"" from your Graveyard to your hand. "
,RGBT-EN083 ,Hardened Armed Dragon ,Effect Monster ,Secret Rare ,,Earth ,Dragon ,4,1500,800,"You can send 1 Level 8 or higher monster from your hand to the Graveyard and Special Summon this card. If you Tribute this card for the Tribute of a Level 7 or higher monster, this monster cannot be destroyed by card effects. "
,RGBT-EN084 ,Moja ,Effect Monster ,Rare ,,Earth ,Beast ,1,100,100,"When this card is destroyed by battle and sent to the Graveyard, you can add 1 Level 4 Beast-Type monster from your Graveyard to your hand. "
,RGBT-EN085 ,Beast Striker ,Effect Monster ,Super Rare ,,Earth ,Beast ,4,1850,400,"Once per turn, you can discard 1 card to Special Summon 1 ""Moja"" from your Deck. "
,RGBT-EN086 ,King of the Beast ,Effect Monster ,Secret Rare ,,Earth ,Beast ,7,2500,800,"You can Tribute 1 face-up ""Moja"" you control to Special Summon this card from your hand or Graveyard. You can only have 1 face-up ""King of the Beasts"" on the field. "
,RGBT-EN087 ,Swallow's Nest ,Spell ,Super Rare ,,,Quick-Play ,,,,Tribute 1 face-up Winged Beast-Type monster you control to Special Summon 1 Winged Beast-Type monster from the Deck with the same Level as the Tributed monster. 
,RGBT-EN088 ,Overwhelm ,Trap ,Secret Rare ,,,Normal ,,,,Activate only while you control a face-up Level 7 or higher monster that was Tribute Summoned. Negate the activation of a Trap Card or Effect Monster's effect and destroy that card. 
,RGBT-EN089 ,Berserking ,Trap ,Rare ,,,Continuous ,,,,"Once per turn, during your Main Phase or opponent's Battle Phase, you can select 2 face-up Beast-Type monsters on the field. Until the end of the turn, 1 of the selected monsters loses half its ATK, and the other monster gains an equal amount of ATK. "
,RGBT-EN090 ,Spell of Pain ,Spell ,Rare ,,,Quick-Play ,,,,Activate only when an effect is activated that would inflict effect damage to you. Switch the effect damage to your opponent's Life Points instead. 
,RGBT-EN091 ,Light End Dragon ,Synchro/Effect Monster ,Secret Rare ,,Light ,Dragon ,8,2600,2100,"1 Tuner + 1 or more Non-Tuner LIGHT monster
When you declare an attack, you can activate this card's effect. If you do, this card loses 500 ATK and DEF (permanently), and the monster it is battling loses 1500 ATK and DEF until the End Phase. "
,RGBT-EN092 ,Chaos-End Master ,Tuner Monster ,Secret Rare ,,Light ,Warrior ,3,1500,1000,"When this card destroys an opponent's monster by battle and sends it to the Graveyard, you can Special Summon 1 Level 5 or higher monster with 1600 ATK from your Deck. "
,RGBT-EN093 ,Sphere of Chaos ,Effect Monster ,Secret Rare ,,Dark ,Machine ,5,1600,0,"While face up, this card is also treated at a LIGHT-Attribute. Once per turn, this card cannot be destroyed by battle. When this card is Tribute Summoned, you can add 1 Level 3 monster from your deck to your hand. "
,RGBT-EN094 ,Snowman Eater ,Effect Monster ,Rare ,,Water ,Aqua ,3,0,1900,"When this card is flipped face-up, destroy 1 face-up monster on the field. "
,RGBT-EN095 ,Tree Otter ,Effect Monster ,Rare ,,Water ,Beast ,2,1200,100,"Once per tur, if you control another face-up Beast-Type monster, you can have 1 face-up monster you control gain 1000 ATK until the End Phase. "
,RGBT-EN096 ,Ojama Red ,Effect Monster ,Rare ,,Light ,Beast ,2,0,1000,"When this card is Normal Summoned, you can Special Summon up to 4 ""Ojama"" monsters from your hand in Attack Position. "
,RGBT-EN097 ,Ojama Blue ,Effect Monster ,Rare ,,Light ,Beast ,2,0,1000,"When this card is destroyed by battle and sent to the Graveyard, you can add 2 ""Ojama"" cards from your Deck to your hand (this can include ""Ojamuscle""). "
,RGBT-EN098 ,Ojama Country ,Spell ,Rare ,,,Field ,,,,"Once per turn, you can send 1 ""Ojama"" card from your hand to the Graveyard to Special Summon 1 ""Ojama"" monster from your Graveyard. While you control a face-up ""Ojama"" monster switch the original ATK and DEF of all monsters on the field. "
,RGBT-EN099 ,Emperor Sem ,Effect Monster ,Rare ,,Light ,Fiend ,4,1300,2200,"Each time you Tribute Summon a monster, each player can select 1 card from their Graveyard and return it to the top of their Deck. "
,RGBT-ENPP1,Iron Core of Koa'ki Meiru,,,,,,,,,
,RGBT-ENPP2,Blackwing - Shura the Blue Flame,,,,,,,,,
,RGBT-ENPP3,Koa'ki Meiru Guardian,,,,,,,,,
,RGBT-ENPP4,Moja,,,,,,,,,
,RGBT-ENPP5,Master Gig,,,,,,,,,
,RGBT-ENPP6,Level Returner,,,,,,,,,
,RGBT-ENSE1,The Dark Creator,,,,,,,,,
,RGBT-ENSE2,Allure of Darkness,,,,,,,,,
,RGBT-ENSP1,Battlestorm,,,,,,,,,
