Check,Card # ,Card Name ,Type ,Rarity ,Value,Attribute ,Sub Type ,Level ,ATK ,DEF ,Card Text 
,SOI-EN011 ,Adhesive Explosive ,Effect Monster ,Rare ,,Wind ,Machine ,3,1000,1000,"If your opponent's monster attacks this face-down Defense Position card, this card becomes an Equip Card equipped to the attacking monster, without applying damage calculation. Destroy the equipped monster during the Standby Phase of your opponent's next turn. "
,SOI-EN012 ,Machine King Prototype ,Effect Monster ,Common ,,Earth ,Machine ,3,1600,1500,Increase the ATK and DEF of this card by 100 points for each Machine-Type monster on the field other than this card. 
,SOI-EN013 ,B.E.S. Covered Core ,Effect Monster ,Super Rare ,,Earth ,Machine ,7,2500,800,"Put 2 counters on this card when you Normal Summon it. This card is not destroyed as a result of battle. If this card battles a monster, toss a coin and call it at the end of the Damage Step. If you call it wrong, remove 1 counter. If this card battles without a counter, destroy this card at the end of the Damage Step. "
,SOI-EN014 ,D.D. Guide ,Effect Monster ,Common ,,Dark ,Warrior ,4,1400,1000,"When this card is Normal Summoned, control of this card shifts to your opponent. During each player's End Phase, your opponent selects 1 card from the Graveyard of this card's controller and removes it from play. "
,SOI-EN015 ,Chain Thrasher ,Effect Monster ,Common ,,Wind ,Warrior ,4,1000,600,"In addition to a normal attack, this card can attack during the same Battle Phase as many times as the number of ""Chain Thrasher""(s) in your Graveyard. "
,SOI-EN016 ,Disciple of the Forbidden Spell ,Effect Monster ,Common ,,Light ,Warrior ,4,1700,800,"When this card is Normal Summoned, Flip Summoned, or Special Summoned, declare different Monster Card Attributes equal to the number of ""Disciple of the Forbidden Spell""(s) in your Graveyard. If this card attacks a monster that has a declared Attribute, destroy the monster without applying damage calculation. "
,SOI-EN017 ,Tenkabito Shien ,Effect Monster ,Common ,,Fire ,Pyro ,4,1500,1000,This card is unaffected by the effects of Trap Cards. 
,SOI-EN018 ,Parasitic Ticky ,Effect Monster ,Common ,,Earth ,Insect ,1,-1,-1,The ATK and DEF of this card are equal to the number of Tokens on the field x 500 points. 
,SOI-EN019 ,Gokipon ,Effect Monster ,Common ,,Earth ,Insect ,2,800,800,"When this card is destroyed as a result of battle and sent to the Graveyard, add 1 Insect-Type monster with an ATK of 1500 or less from your Deck to your hand. "
,SOI-EN020 ,Silent Insect ,Effect Monster ,Common ,,Earth ,Insect ,2,200,300,"This card is changed to Defense Position when it is Normal Summoned or Flip Summoned. While this card is face-up on the field, negate the effects of all Continuous Spell Cards and Continuous Trap Cards. "
,SOI-EN021 ,Chainsaw Insect ,Effect Monster ,Rare ,,Earth ,Insect ,4,2400,0,"If this card battles a monster, your opponent draws 1 card at the end of the Damage Step. "
,SOI-EN022 ,Anteatereatingant ,Effect Monster ,Common ,,Earth ,Insect ,5,2000,500,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 2 Spell or Trap Cards on your side of the field to the Graveyard. This card can destroy 1 Spell or Trap Card on your opponent's side of the field, but it cannot attack this turn if you activate this effect. "
,SOI-EN023 ,Saber Beetle ,Effect Monster ,Common ,,Earth ,Insect ,6,2400,600,"During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent's Life Points. "
,SOI-EN024 ,Doom Dozer ,Effect Monster ,Rare ,,Earth ,Insect ,8,2800,2600,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by removing from play 2 Insect-Type monsters in your Graveyard. When this card inflicts Battle Damage to your opponent's Life Points, send 1 card from the top of your opponent's Deck to the Graveyard. "
,SOI-EN025 ,Treeborn Frog ,Effect Monster ,Rare ,,Water ,Aqua ,1,100,100,"If this card is in your Graveyard during your Standby Phase and there are no Spell or Trap Cards on your side of the field, you can Special Summon this card to your side of the field. This effect cannot be activated if there is a face-up ""Treeborn Frog"" on your side of the field. "
,SOI-EN026 ,Beelze Frog ,Effect Monster ,Common ,,Water ,Aqua ,3,1200,800,"Increase the ATK of this card by 300 points for each ""T.A.D.P.O.L.E."" in your Graveyard. "
,SOI-EN027 ,Princess Pikeru ,Effect Monster ,Rare ,,Light ,Spellcaster ,4,2000,0,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of ""Trial of the Princesses"". During your Standby Phase, increase your Life Points by 800 points for each monster on your side of the field. "
,SOI-EN028 ,Princess Curran ,Effect Monster ,Rare ,,Dark ,Spellcaster ,4,2000,0,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by the effect of ""Trial of the Princesses"". During your Standby Phase, inflict 600 points of damage to your opponent's Life Points for each monster on your opponent's side of the field. "
,SOI-EN029 ,Memory Crusher ,Effect Monster ,Rare ,,Dark ,Fiend ,3,1000,600,"If this card attacks your opponent's Life Points directly, inflict damage to your opponent's Life Points equal to the number of cards in your opponent's Fusion Deck x 100 points. "
,SOI-EN030 ,Malice Ascendant ,Effect Monster ,Common ,,Dark ,Zombie ,4,700,1000,"While this card is face-up on the field, during your opponent's Standby Phase, send a number of cards from the top of your opponent's Deck to the Graveyard equal to the number of ""Malice Ascendant""(s) in your Graveyard. "
,SOI-EN031 ,Grass Phantom ,Effect Monster ,Common ,,Water ,Plant ,3,1000,1000,"Increase the ATK of this card by 500 points for each ""Grass Phantom"" in your Graveyard. "
,SOI-EN032 ,Sand Moth ,Effect Monster ,Common ,,Earth ,Rock ,4,1000,2000,"When this face-down Defense Position card is destroyed and sent to the Graveyard, except as a result of battle, switch the original ATK and DEF of this card, and Special Summon it to your side of the field. "
,SOI-EN033 ,Divine Dragon - Excelion ,Effect Monster ,Super Rare ,,Light ,Dragon ,5,1500,900,"When this card is Normal Summoned, it gets 1 of the following effects for each ""Divine Dragon - Excelion"" in your Graveyard when this effect resolves (your choice). These effects cannot accumulate.
Increase the ATK of this card by 1000 points.
If this card destroys your opponent's monster as a result of battle, it can attack once again in a row.
When this card destroys a monster as a result of battle and sends it to the Graveyard, inflict damage to your opponent's Life Points equal to the ATK of the destroyed monster. "
,SOI-EN034 ,"Ruin, Queen of Oblivion ",Ritual/Effect Monster ,Super Rare ,,Light ,Fairy ,8,2300,2000,"This card can only be Ritual Summoned with the Ritual Spell Card, ""End of the World"". If this card destroys your opponent's monster as a result of battle, it can attack once again in a row. "
,SOI-EN035 ,"Demise, King of Armageddon ",Ritual/Effect Monster ,Super Rare ,,Dark ,Fiend ,8,2400,2000,"This card can only be Ritual Summoned with the Ritual Spell Card, ""End of the World"". By paying 2000 Life Points, destroy all cards on the field except this card. "
,SOI-EN036 ,D.3.S. Frog ,Fusion/Effect Monster ,Common ,,Water ,Aqua ,8,2500,2000,"""Des Frog"" + ""Des Frog"" + ""Des Frog""
A Fusion Summon of this card can only be conducted with the above Fusion Material Monsters. Increase the ATK of this card by 500 points for each ""Treeborn Frog"" in your Graveyard. "
,SOI-EN037 ,Hero Heart ,Spell ,Common ,,,Normal ,,,,"Select 1 face-up monster on your side of the field that includes ""Elemental Hero"" in its card name to activate this card. This turn, the ATK of the selected monster is halved and it can attack twice during the same Battle Phase. "
,SOI-EN038 ,Magnet Circle LV2 ,Spell ,Common ,,,Normal ,,,,Special Summon 1 Level 2 or lower Machine-Type monster from your hand. 
,SOI-EN039 ,Ancient Gear Factory ,Spell ,Common ,,,Normal ,,,,"Select 1 monster in your hand that includes ""Ancient Gear"" in its card name (show the monster to your opponent). Remove from play cards in your Graveyard that include ""Ancient Gear"" in their card name(s) whose total Levels are equal to double the selected card's. You don't have to Tribute when you Normal Summon the selected card this turn. "
,SOI-EN040 ,Ancient Gear Drill ,Spell ,Common ,,,Normal ,,,,"You can only activate this card by discarding 1 card from your hand while a monster that includes ""Ancient Gear"" in its card name is face-up on your side of the field. Select 1 Spell Card from your Deck and Set it on your side of the field. You cannot use that Spell Card this turn. "
,SOI-EN041 ,Phantasmal Martyrs ,Spell ,Rare ,,,Normal ,,,,"You can only activate this card while you have 2 or more cards in your hand, and have either ""Uria, Lord of Searing Flames"" or ""Hamon, Lord of Striking Thunder"" face-up on your side of the field. By sending your entire hand to the Graveyard, Special Summon 3 ""Phantasmal Martyr Tokens"" (Fiend-Type/DARK/Level 1/ATK 0/DEF 0) in Attack Position on your side of the field. "
,SOI-EN042 ,Cyclone Boomerang ,Spell ,Rare ,,,Equip ,,,,"You can only equip this card to ""Elemental Hero Wildheart"". Increase the ATK of the equipped monster by 500 points. When the equipped monster is destroyed by a card effect and sent to the Graveyard, destroy all Spell and Trap Cards on the field. Inflict 100 points of damage to your opponent's Life Points for each Spell or Trap Card destroyed by this effect. "
,SOI-EN043 ,Symbol of Heritage ,Spell ,Common ,,,Equip ,,,,"You can only activate this card while there are 3 monster cards with the same name in your Graveyard. Select 1 of those monsters, Special Summon it to your side of the field, and equip it with this card. When this card is destroyed, destroy the equipped monster. "
,SOI-EN044 ,Trial of the Princesses ,Spell ,Common ,,,Equip ,,,,"You can only equip this card to ""White Magician Pikeru"" or ""Ebon Magician Curran"". Increase the ATK of the equipped monster by 800 points. During a turn that the equipped monster destroyed a Level 5 or higher monster as a result of battle, by Tributing the equipped monster and this card, Special Summon from your hand or Deck: 1 ""Princess Pikeru"" if you Tributed ""White Magician Pikeru"", or 1 ""Princess Curran"" if you Tributed ""Ebon Magician Curran"". "
,SOI-EN045 ,Photon Generator Unit ,Spell ,Common ,,,Quick-Play ,,,,"Tribute 2 ""Cyber Dragon""s on your side of the field to activate this card. Special Summon 1 ""Cyber Laser Dragon"" from your hand, Deck, or Graveyard. "
,SOI-EN046 ,End of the World ,Spell ,Common ,,,Ritual ,,,,"This card can be used to Ritual Summon ""Ruin, Queen of Oblivion"" or ""Demise, King of Armageddon"". You must also Tribute monsters from the field or your hand whose total Levels equal the Level of the Ritual Monster you are attempting to Ritual Summon. "
,SOI-EN047 ,Ancient Gear Castle ,Spell ,Super Rare ,,,Continuous ,,,,"Increase the ATK of each face-up monster on the field that includes ""Ancient Gear"" in its card name by 300 points. Each time a monster(s) is Normal Summoned or Set, put 1 counter on this card. If you Tribute Summon a monster that includes ""Ancient Gear"" in its card name, you can substitute this card for a Tribute(s), if the number of counters is equal to or greater than the number of required Tribute(s). "
,SOI-EN048 ,Samsara ,Spell ,Common ,,,Continuous ,,,,Monster Cards Tributed for a Ritual Summon are returned to the owner's Deck instead of being sent to the Graveyard. Then shuffle the Deck. 
,SOI-EN049 ,Super Junior Confrontation ,Trap ,Common ,,,Normal ,,,,"You can only activate this card when your opponent's monster declares an attack. Negate the battle, and 1 monster with the lowest ATK in face-up Attack Position on your opponent's side of the field battles against 1 monster with the lowest DEF in face-up Defense Position on your side of the field. After that battle ends, end the Battle Phase. "
,SOI-EN050 ,Miracle Kids ,Trap ,Common ,,,Normal ,,,,"Decrease the ATK of 1 of your opponent's monsters by 400 points for each ""Hero Kid"" in your Graveyard, until the End Phase. "
,SOI-EN051 ,Attack Reflector Unit ,Trap ,Common ,,,Normal ,,,,"Tribute 1 ""Cyber Dragon"" on your side of the field to activate this card. Special Summon 1 ""Cyber Barrier Dragon"" from your hand or Deck. "
,SOI-EN052 ,Damage Condenser ,Trap ,Super Rare ,,,Normal ,,,,"You can only activate this card by discarding 1 card from your hand when you take Battle Damage to your Life Points. Special Summon 1 monster from your Deck with ATK equal to or less than the Battle Damage you took, in Attack Position. "
,SOI-EN053 ,Karma Cut ,Trap ,Rare ,,,Normal ,,,,"Discard 1 card from your hand. Remove from play 1 face-up monster on your opponent's side of the field. If there is a card(s) in your opponent's Graveyard with the same name as the removed monster, also remove from play that card(s). "
,SOI-EN054 ,Next to be Lost ,Trap ,Common ,,,Normal ,,,,Select 1 face-up monster on your side of the field. Send 1 card from your Deck to the Graveyard with the same name as the selected card. 
,SOI-EN055 ,Generation Shift ,Trap ,Common ,,,Normal ,,,,Destroy 1 face-up monster on your side of the field. Add 1 card from your Deck to your hand with the same name as the destroyed card. 
,SOI-EN056 ,Full Salvo ,Trap ,Common ,,,Normal ,,,,"After the activation of this card, send your entire hand to the Graveyard. Inflict 200 points of damage to your opponent's Life Points for each card you sent to the Graveyard by this effect. "
,SOI-EN057 ,Success Probability 0% ,Trap ,Common ,,,Normal ,,,,Send 2 random Fusion Monsters from your opponent's Fusion Deck to the Graveyard. 
,SOI-EN058 ,Option Hunter ,Trap ,Rare ,,,Normal ,,,,You can only activate this card when a monster on your side of the field is destroyed as a result of battle and sent to the Graveyard. Increase your Life Points by the original ATK of the destroyed monster. 
,SOI-EN059 ,Goblin out of the Frying Pan ,Trap ,Rare ,,,Counter ,,,,Pay 500 Life Points. Negate the activation of a Spell Card and return it to the owner's hand. 
,SOI-EN060 ,Malfunction ,Trap ,Rare ,,,Counter ,,,,Pay 500 Life Points. Negate the activation of a Trap Card and return it to its original position. 
,SOI-ENSE1 ,Acid Trap Hole ,Trap ,Secret Rare ,,,Normal ,,,,"Select 1 face-down Defense Position monster. Flip it face-up, and if the DEF of the monster is 2000 points or less, destroy the monster. If the DEF is more than 2000 points, return the monster to face-down Defense Position. "
,SOI-ENSE2 ,Riryoku ,Spell ,Secret Rare ,,,Normal ,,,,"Halve the ATK of 1 face-up monster and add the same amount to the ATK of another face-up monster, until the end of this turn. "
,SOI-ENSE3 ,Windstorm of Etaqua ,Trap ,Secret Rare ,,,Normal ,,,,Change the battle positions of all face-up monsters on your opponent's side of the field. 
,SOI-ENSE4 ,Mesmeric Control ,Spell ,Secret Rare ,,,Normal ,,,,"During your opponent's next turn after you activate this card, your opponent cannot change the battle positions of monsters, except with a card effect. "
