Check,Card #  , Card Name  , Type  , Rarity  ,Value, Attribute  , Sub Type  , Level  , ATK  , DEF  , Card Text
,MFC-010  , Decayed Commander  , Effect Monster  , Common  ,, Earth  , Zombie  ,4,1000,1500," When this monster is Normal Summoned successfully, you can Special Summon 1 ""Zombie Tiger"" from your hand. When this card attacks your opponent’s Life Points directly 1 card is randomly selected from your opponent’s hand and discarded to the Graveyard."
,MFC-011  , Zombie Tiger  , Union Monster  , Common  ,, Earth  , Zombie  ,3,1400,1600," Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to your ""Decayed Commander"" as an Equip Spell Card OR change it back to a monster in face-up Attack Position. When equipped to a monster by this card’s effect, that monster ATK/DEF is increased by 500 points, and each time it destroys 1 of your opponent’s monsters, 1 card is randomly selected from your opponent’s hand and discarded to the Graveyard. (1 monster can only be equipped with 1 Union Monster at a time. If the Monster that this card is equipped to is destroyed in battle, this card is destroyed instead)"
,MFC-012  , Giant Orc  , Effect Monster  , Common  ,, Dark  , Fiend  ,4,2200,0," When this card attacks, it is changed to Defense Position at the end of the Battle Phase. This position cannot be changed until the end of your next turn."
,MFC-013  , Second Goblin  , Union Monster  , Common  ,, Dark  , Fiend  ,1,100,100," Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to your ""Giant Orc"" as an Equip Spell Card OR change it back to a monster in face-up Attack Position. When equipped to a monster by this card’s effect, you can change that monster’s battle position once per turn during your Main Phase. (1 monster can only be equipped with 1 Union Monster at a time. If the Monster that this card is equipped to is destroyed in battle, this card is destroyed instead)"
,MFC-014  , Vampire Orchis  , Effect Monster  , Common  ,, Earth  , Plant  ,4,1700,1000," When this monster is Normal Summoned successfully, you can Special Summon 1 ""Des Dendle"" from your hand."
,MFC-015  , Des Dendle  , Union Monster  , Common  ,, Earth  , Plant  ,4,300,2000," Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to your ""Vampire Orchis"" as an Equip Spell Card OR change it back to a monster in face-up Attack Position. When equipped to a monster by this card’s effect, each time that monster destroys 1 of your opponent’s monsters Special Summon 1 ""Wicked Plant Token"" (Plant-Type/EARTH/1 Star/ATK 800/DEF 800) in Attack or Defense Position. (1 monster can only be equipped with 1 Union Monster at a time. If the Monster that this card is equipped to is destroyed in battle, this card is destroyed instead)"
,MFC-016  , Burning Beast  , Union Monster  , Common  ,, Fire  , Pyro  ,4,1500,1000," Once per turn during your Main Phase, if you control this monster on the field, you can equip it to your ""Freezing Beast"" as an Equip Spell-Card OR change it back to a monster in face-up Attack Position. When equipped to a monster by this card’s effect, each time that monster inflicts Battle Damage to your opponent, destroy 1 face-up Spell or Trap Card. (1 monster can only be equipped with 1 Union Monster at a time. If the monster that this card is equipped to is destroyed in battle this card is destroyed instead.)"
,MFC-017  , Freezing Beast  , Union Monster  , Common  ,, Water  , Aqua  ,4,1500,1000," Once per turn during your Main Phase, if you control this monster on the field, you can equip it to your ""Burning Beast"" as an Equip Spell-Card OR change it back to a monster in face-up Attack Position. When equipped to a monster by this card’s effect, each time that monster inflicts Battle Damage to your opponent, destroy 1 face-down Spell or Trap Card. (1 monster can only be equipped with 1 Union Monster at a time. If the monster that this card is equipped to is destroyed in battle this card is destroyed instead.)"
,MFC-018  , Union Rider  , Effect Monster  , Common  ,, Wind  , Machine  ,2,1000,1000, You can take a Union Monster that is currently a monster on your opponent’s side of the field and equip it to this card. This monster can only be equipped with 1 Union Monster as at a time. The Union Monster that is equipped to this card cannot be changed back to a monster by its own effect.
,MFC-019  , D.D. Crazy Beast  , Effect Monster  , Rare  ,, Earth  , Beast  ,3,1400,1400, A monster destroyed by this card in battle is removed from play.
,MFC-020  , Spell Canceller  , Effect Monster  , Ultra Rare  ,, Wind  , Machine  ,5,1800,1600," As long as this card remains face-up on the field, all Spell Cards cannot be activated. The effects of all face-up Spell Cards are also negated."
,MFC-021  , Neko Mane King  , Effect Monster  , Common  ,, Earth  , Beast  ,1,0,0," During your opponent’s turn, when this card is sent to the Graveyard by the effect of your Opponent’s Spell, Trap or Monster Card, your opponent’s turn ends."
,MFC-022  , Helping Robo For Combat  , Effect Monster  , Rare  ,, Light  , Machine  ,4,1600,0," Each time this monster destroys 1 of your opponent’s monsters in battle, you draw 1 card and then select and return 1 card from your hand to the bottom of your deck."
,MFC-023  , Dimension Jar  , Effect Monster  , Common  ,, Dark  , Machine  ,2,200,200, FLIP: Both players can remove from play up to 3 monsters from their opponent’s Graveyard.
,MFC-024  , Great Phantom Thief  , Effect Monster  , Rare  ,, Earth  , Spellcaster  ,3,1000,1000," Each time this card inflicts Battle Damage to your opponent’s Life Points, declare the name of 1 card. Then see your opponent’s hand and discard all copies of the declared card in his/her hand to the Graveyard."
,MFC-025  , Roulette Barrel  , Effect Monster  , Common  ,, Light  , Machine  ,4,1000,2000," Once per turn during your Main Phase, you can roll a six-sided die twice. Select one result and destroy 1 face-up monster on the field whose level is equal to the result."
,MFC-026  , Paladin of White Dragon  , Ritual/Effect Monster  , Ultra Rare  ,, Light  , Dragon  ,4,1900,1200," This monster can only be Ritual Summoned with the Ritual Spell Card ""White Dragon Ritual"". You must also offer monsters whose total Level Stars equal 4 or more as a Tribute from the field or your hand. When this monster attacks a face-down Defense Position monster, destroy the face-down monster immediately with this card’s effect without flipping it face-up or damage calculation. You can Special Summon 1 ""Blue-Eyes White Dragon"" from your hand or your deck by offering this card as a Tribute during your Main Phase. (Blue-Eyes White Dragon cannot attack that turn."
,MFC-027  , White Dragon Ritual  , Spell  , Common  ,,  , Ritual  ,  ,  ,  ," This card is used to Ritual Summon ""Paladin of White Dragon"". You must also offer monsters whose total Level Stars equal 4 or more as a Tribute from the field or your hand."
,MFC-028  , Frontline Base  , Spell  , Common  ,,  , Continuous  ,  ,  ,  ," Once per turn during your Main Phase, you can Special Summon 1 Union Monster of Level 4 or lower from your hand."
,MFC-029  , Demotion  , Spell  , Common  ,,  , Equip  ,  ,  ,  , Downgrade the monster equipped with this card by 2 Levels.
,MFC-030  , Combination Attack  , Spell  , Rare  ,,  , Quick-Play  ,  ,  ,  ," During a Battle Phase, you can use this effect on 1 monster that has attacked this turn and is equipped with a Union Monster. Change the Union Monster back to a monster in face-up Attack or Defense Position. Also, the monster that was equipped with the Union Monster may attack again this turn."
,MFC-031  , Kaiser Colosseum  , Spell  , Common  ,,  , Continuous  ,  ,  ,  ," When there is 1 or more monster on the field of the controller of this card, his/her opponent cannot place a monster on the field if the opponent would then have more monster on the field then the controller of this card."
,MFC-032  , Autonomous Action Unit  , Spell  , Common  ,,  , Equip  ,  ,  ,  ," Pay 1500 Life Points. Select 1 Monster Card from your opponent’s Graveyard. Special Summon it on your side of the field in face-up Attack Position, and equip it with this card. When this card is destroyed or removed from the field, the equipped monster is destroyed."
,MFC-033  , Poison of the Old Man  , Spell  , Common  ,,  , Quick-Play  ,  ,  ,  , Select and activate 1 of the following effects: * Increases your Life Points by 1200 points. * Inflict 800 points of Direct Damage to your opponent’s Life Points.
,MFC-034  , Ante  , Spell  , Rare  ,,  , Normal  ,  ,  ,  ," Each player selects 1 card from his/her hand, then sees the Level Stars of the selected cards. The card with more Level Stars then the other returns to the hand of the player who selected it. The player who selected the card with fewer Level Stars takes 1000 damage and sends the card he/she selected to the graveyard. Selected cards that are not Monster Cards are treated as Level 0. If both players chose cards with equal Level Stars, return both to the hand of the players who selected them."
,MFC-035  , Dark Core  , Spell  , Rare  ,,  , Normal  ,  ,  ,  , Discard 1 card from your hand to the Graveyard to remove 1 face-up Monster Card on the field from play.
,MFC-036  , Raregold Armor  , Spell  , Common  ,,  , Equip  ,  ,  ,  ," As long as you control the monster equipped with this card, your opponent cannot attack other monsters other than the equipped monster."
,MFC-037  , Metalsilver Armor  , Spell  , Common  ,,  , Equip  ,  ,  ,  ," As long as you control the monster equipped with this card, your opponent cannot use the effect of a Spell, Trap, or Monster Card that specifically designates 1 monster, including monsters in the Graveyard, other than the equipped monster as a target."
,MFC-038  , Kishido Spirit  , Spell  , Common  ,,  , Continuous  ,  ,  ,  , Monsters on your side of the field cannot be destroyed in a battle if the monsters ATK are equal.
,MFC-039  , Tribute Doll  , Spell  , Rare  ,,  , Normal  ,  ,  ,  , Activate this card by offering a monster on your side of the field as a Tribute. Special Summon 1 Level 7 monster from your hand. That monster cannot attack this turn.
,MFC-040  , Wave-Motion Cannon  , Spell  , Common  ,,  , Continuous  ,  ,  ,  , Send this card on the field to the Graveyard during your Main Phase. Inflict Direct Damage to your opponent’s Life Points equal to the number of your Standby phases that have passed after this card was activated x1000 points.
,MFC-041  , Huge Revolution  , Trap  , Common  ,,  , Normal  ,  ,  ,  ," This card can only be activated during your Main Phase when ""People Running About"", ""Oppressed People"", and ""United Resistance"" are face-up on your side of the field. Send all cards in your opponent’s hand to the Graveyard and destroy all cards your opponent controls on the field."
,MFC-042  , Thunder of Ruler  , Trap  , Common  ,,  , Normal  ,  ,  ,  , You can only activate this card during your opponent’s Standby Phase. During the turn this card is activated your opponent cannot perform his/her Battle Phase.
,MFC-043  , Spell Shield Type-8  , Trap  , Super Rare  ,,  , Counter  ,  ,  ,  , Select and activate 1 of the following effects:* Negate the activation and the effect of a Spell Card that designates 1 monster on the field as a target and destroy the Spell Card.* Discard 1 Spell Card from your hand to the Graveyard to negate the activation and the effect of a Spell Card and destroy it.
,MFC-044  , Meteorain  , Trap  , Common  ,,  , Normal  ,  ,  ,  ," During this turn, when your monsters attack with an ATK that is higher then the DEF of your opponent’s Defense Position monster, inflict the difference as Battle Damage to your opponent’s Life Points."
,MFC-045  , Pineapple Blast  , Trap  , Common  ,,  , Normal  ,  ,  ,  ," You can only activate this card when you Normal Summon a monster successfully. If there are more monsters on your opponent’s Side off the field then your side, destroy your opponent’s monsters so that your opponent controls the same number of monsters as you. Your opponent selects which monsters are destroyed."
,MFC-046  , Secret Barrel  , Trap  , Common  ,,  , Normal  ,  ,  ,  , Inflict Direct Damage to your opponent’s Life Points equal to the total number of cards on your opponent’s side of the field and in your opponent’s hand x200.
,MFC-047  , Physical Double  , Trap  , Common  ,,  , Normal  ,  ,  ,  ," You can only activate this card during your opponent’s turn. Select 1 monster on your opponent’s side of the field and Special Summon 1 ""Mirage Token"" in face-up Attack or Defense Position on your side of the field. The ""Mirage Token"" has the same Level Type, Attribute, ATK, and DEF as the selected monster. Destroy the ""Mirage Token"" at the end of the turn."
,MFC-048  , Rivalry of Warlords  , Trap  , Common  ,,  , Continuous  ,  ,  ,  , Each player must send monsters from his/her side of the field to the Graveyard so that he/she only controls 1 Type of face-up monster. As long as this card remains face-up on the field each player can only Summon or control 1 Type of face-up monster at a time.
,MFC-049  , Formation Union  , Trap  , Common  ,,  , Normal  ,  ,  ,  , Select and activate 1 of the following effects:* Equip 1 Union Monster on your side of the field to an appropriate monster on your side of the field as an Equip Spell Card. * Change 1 equipped Union Monster on your side of the field back into a monster in face-up Attack Position.
,MFC-050  , Adhesion Trap Hole  , Trap  , Common  ,,  , Normal  ,  ,  ,  ," You can only activate this card when your opponent successfully Normal Summons, Flip Summons, or Special Summons a monster. As long as that monster remains face-up on the field, the original ATK of that monster is halved."
,MFC-051  , XY-Dragon Cannon  , Fusion/Effect Monster  , Ultra Rare  ,, Light  , Machine  ,6,2200,1900," ""X-Head Cannon + ""Y-Dragon Head"" - This monster can only be special summoned by removing from play the above monsters on your side of the field. You do not use ""Polymerization"" to special summon this monster from your Fusion deck. Discard 1 card from your hand to destroy 1 face-up Spell Card or Trap Card on your opponent’s side of the field."
,MFC-052  , XYZ-Dragon Cannon  , Fusion/Effect Monster  , Ultra Rare  ,, Light  , Machine  ,8,2800,2600," ""X-Head Cannon"" + ""Y-Dragon Head"" + ""Z-Metal Tank"" - This monster can only be special summoned by removing from play the above monsters on your side of the field. You do not use ""Polymerization"" to special summon this monster from your Fusion deck. Discard 1 card from your hand to destroy 1 card on your opponent’s side of the field."
,MFC-053  , XZ-Tank Cannon  , Fusion/Effect Monster  , Super Rare  ,, Light  , Machine  ,6,2400,2100," ""X-Head Cannon"" + ""Z-Metal Tank"" - This monster can only be special summoned by removing from play the above monsters on your side of the field. You do not use ""Polymerization"" to special summon this monster from your Fusion deck. Discard 1 card from your hand to destroy 1 face-down Spell Card or Trap Card on your opponent’s side of the field."
,MFC-054  , YZ-Tank Dragon  , Fusion/Effect Monster  , Super Rare  ,, Light  , Machine  ,6,2100,2200," ""Y-Dragon Head"" + ""Z-Metal Tank"" - This monster can only be special summoned by removing from play the above monsters on your side of the field. You do not use ""Polymerization"" to special summon this monster from your Fusion deck. Discard 1 card from your hand to destroy 1 face-down Monster Card on your opponent’s side of the field."
,MFC-055  , Great Angus  , Normal Monster  , Common  ,, Fire  , Beast  ,4,1800,600," A very violent beast, it is always berserk. People say that they have never seen it silent."""
,MFC-056  , Aitsu  , Normal Monster  , Common  ,, Fire  , Fairy  ,5,100,100," He seems to be very unreliable, but he might have incredible potential."""
,MFC-057  , Sonic Duck  , Normal Monster  , Common  ,, Wind  , Winged Beast  ,3,1700,700," A duck which can walk at a sonic speed. Sometimes, he cannot deal with his incredible pace and loses control."""
,MFC-058  , Luster Dragon  , Normal Monster  , Ultra Rare  ,, Wind  , Dragon  ,4,1900,1600," A very beautiful dragon covered with Sapphire. It does not like fights, but has incredibly high attack power."""
,MFC-059  , Amazoness Paladin  , Effect Monster  , Common  ,, Earth  , Warrior  ,4,1700,300," Increase the ATK of this monster by 100 for each monster on your side of the field that includes ""Amazoness"" in its card name, or is named ""Amazon Archer""."
,MFC-060  , Amazoness Fighter  , Effect Monster  , Common  ,, Earth  , Warrior  ,4,1300,1300, All Battle Damage to this card’s controller that he/she takes from a battle involving this monster becomes 0.
,MFC-061  , Amazoness Swords Woman  , Effect Monster  , Ultra Rare  ,, Earth  , Warrior  ,4,1500,1600, The opponent takes all Battle Damage to this card’s controller that he/she takes from a battle involving this monster.
,MFC-062  , Amazoness Blowpiper  , Effect Monster  , Common  ,, Earth  , Warrior  ,3,800,1500, Select 1 face-up monster on your opponent’s side of the field during each of your Standby Phases. Decrease the ATK of the selected monster by 500 until the end of this turn.
,MFC-063  , Amazoness Tiger  , Effect Monster  , Rare  ,, Earth  , Beast  ,4,1100,1500," Only 1 ""Amazoness Tiger"" can exist on your side of the field at a time. Increase the ATK of this monster by 400 points for each monster on your side of the field that includes ""Amazoness"" in its name,, or is named ""Amazon Archer"". As long as this card remains face-up on the field, your opponent cannot select another monster on your side of the field that includes ""Amazoness"" in its name, or is named ""Amazon Archer"", as an attack target."
,MFC-064  , Skilled White Magician  , Effect Monster  , Super Rare  ,, Light  , Spellcaster  ,4,1700,1900," Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card (MAX 3). You can Special Summon 1 ""Buster Blader"" from your hand, deck, or Graveyard in face-up Attack or Defense Position by offering this monster with 3 Spell Counters as a Tribute during your Main Phase."
,MFC-065  , Skilled Dark Magician  , Effect Monster  , Super Rare  ,, Dark  , Spellcaster  ,4,1900,1700," Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card (max 3). You can Special Summon 1 ""Dark Magician"" from your hand, Deck, or Graveyard in face-up Attack or Defense Position by offering this monster with 3 Spell Counters as a Tribute during your Main Phase."
,MFC-066  , Apprentice Magician  , Effect Monster  , Rare  ,, Dark  , Spellcaster  ,2,400,800," When this card is successfully Normal Summoned, Flip Summoned, or Special Summoned, put 1 Spell Counter on a face-up card on the field that you can put a Spell Counter on. If this card is destroyed in battle, you can select 1 Spellcaster-Type monster Level 2 or lower from your deck and Special Summon it on the field in face-down Defense Position."
,MFC-067  , Old Vindictive Magician  , Effect Monster  , Common  ,, Dark  , Spellcaster  ,2,450,600, FLIP: Destroys 1 monster on the field (regardless of position.)
,MFC-068  , Chaos Command Magician  , Effect Monster  , Ultra Rare  ,, Light  , Spellcaster  ,6,2400,1900, Negate the effect of a Monster Card that specifically designates this 1 card as a target.
,MFC-069  , Magical Marionette  , Effect Monster  , Common  ,, Dark  , Spellcaster  ,5,2000,1000, Each time you or your opponent activates 1 Spell Card put 1 Spell Counter on this card. Increase the ATK of this monster by 200 points for each Spell Counter on this card. Also yyou can remove 2 Spell Counters from this card to destroy 1 monster on the field.
,MFC-070  , Pixie Knight  , Effect Monster  , Common  ,, Light  , Spellcaster  ,2,1300,200," When this card is sent to the Graveyard as a result of battle, your opponent selects 1 Spell Card from your Graveyard, and that card is placed on top of your deck."
,MFC-071  , Breaker the Magical Warrior  , Effect Monster  , Ultra Rare  ,, Dark  , Spellcaster  ,4,1600,1000," When this card is successfully Normal Summoned, put 1 spell counter on it (max.1) Increase the ATK of this monster by 300 points for each Spell counter on this card. Also you can remove 1 Spell Counter from this card to destroy 1 Spell Card or Trap Card on the field."
,MFC-072  , Magical Plant Mandragola  , Effect Monster  , Common  ,, Dark  , Spellcaster  ,2,500,200, FLIP: Put 1 Spell Counter on each face-up card on the field that you can put a Spell Counter on.
,MFC-073  , Magical Scientist  , Effect Monster  , Common  ,, Dark  , Spellcaster  ,1,300,300," Pay 1000 Life Points to Special Summon 1 level 6 or lower Fusion Monster from your Fusion Deck in face-up Attack or Defense Position. That Fusion Monster cannot attack your opponent’s Life Points directly, and is returned to your Fusion Deck at the end of the turn."
,MFC-074  , Royal Magical Library  , Effect Monster  , Common  ,, Light  , Spellcaster  ,4,0,2000," Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card (max 3). You can remove 3 Spell Counters from this card to draw 1 card from your deck."
,MFC-075  , Armor Exe  , Effect Monster  , Rare  ,, Light  , Rock  ,4,2400,1400," This card cannot attack the same turn it is Normal Summoned, Flip Summoned, or Special Summoned. During each of your and your opponent’s Standby Phases, remove 1 Spell Counter on your side of the field. If you do not do so, this card is destroyed."
,MFC-076  , Tribe-Infecting Virus  , Effect Monster  , Super Rare  ,, Water  , Aqua  ,4,1600,1000, Discard 1 card from your hand and declare 1 type of monster to destroy all face-up monsters of the declared Type on both sides of the field.
,MFC-077  , Des Koala  , Effect Monster  , Rare  ,, Dark  , Beast  ,3,1100,1800, FLIP: Inflict 400 points of Direct Damage to your opponent’s Life Points for each card in your opponent’s hand.
,MFC-078  , Cliff the Trap Remover  , Effect Monster  , Common  ,, Dark  , Warrior  ,3,1200,1000," When this card inflicts Battle Damage to your opponent’s Life Points, you can select and activate 1 of the following effects: * Destroy 1 Spell Card or Trap Card on the field. * Send 2 cards from the top of your opponent’s Deck to his/her Graveyard."
,MFC-079  , Magical Merchant  , Effect Monster  , Common  ,, Light  , Insect  ,1,200,700, FLIP: Pick up (not draw) cards from the top of your Deck until a Spell Card or Trap Card is picked up. Add that card to your hand. Any other cards picked up are sent to the Graveyard.
,MFC-080  , Koitsu  , Union Monster  , Common  ,, Water  , Fairy  ,1,200,100," Once per turn during your Main Phase, if your control this monster on the field, you can equip it to your ""Aitsu"" as an Equip Spell Card OR change it back to a monster in face-up Attack Position. When equipped to a monster by this card’s effect, that monster’s ATK/DEF is increased by 3000 points and when it attacks with an ATK that is higher then the DEF of a Defense Position monster, inflict the difference as Battle Damage to your opponent’s Life Points. (1 monster can only be equipped with 1 Union Monster at a time. If the monster that this card is equipped to is destroyed in battle, this card is destroyed instead.)"
,MFC-081  , Cat’s Ear Tribe  , Effect Monster  , Rare  ,, Earth  , Beast-Warrior  ,1,200,100," During the Damage Steps of your opponent’s turn, the original ATK of his/her monster(s) that attack this monster becomes 200 points."
,MFC-082  , Ultimate Obedient Fiend  , Effect Monster  , Common  ,, Fire  , Fiend  ,10,3500,3000," This card can only attack when there are no other cards on your side of the field, and you also have no hand. Negate the effects of Effect Monsters destroyed by this card."
,MFC-083  , Dark Cat with White Tail  , Effect Monster  , Common  ,, Earth  , Beast  ,2,800,500, FLIP: Select 2 Monster Cards on your opponent’s side of the field and 1 Monster Card on your side of the field and return them to their owners’ hand.
,MFC-084  , Amazoness Spellcaster  , Spell  , Common  ,,  , Normal  ,  ,  ,  ," Until the end of this turn, switch the original ATK of 1 face-up monster on your side of the field that includes ""Amazoness"" in its card name, or is named ""Amazon Archer"", with the original ATK of 1 face-up monster on your opponent’s side of the field."
,MFC-085  , Continuous Destruction Punch  , Spell  , Rare  ,,  , Continuous  ,  ,  ,  , When the ATK of an attacking monster on your opponent’s side of the field is lower then the DEF of the attacked Defense Position monster on your side of the field destroy the attacking monster. Damage calculation is applied normally.
,MFC-086  , Big Bang Shot  , Spell  , Rare  ,,  , Equip  ,  ,  ,  ," A monster equipped with this card increases its ATK by 400 points. When the equipped monster attacks with an ATK that is higher then the DEF of your opponent’s Defense Position monster, inflict the difference as Battle Damage to your opponent’s Life Points. When this card is destroyed or removed from the field, the equipped monster is removed from play."
,MFC-087  , Gather Your Mind  , Spell  , Common  ,,  , Normal  ,  ,  ,  ," Add 1 ""Gather Your Mind"" card from your Deck to your hand. Your Deck is then shuffled. You can only use 1 ""Gather your Mind"" per turn."
,MFC-088  , Mass Driver  , Spell  , Common  ,,  , Continuous  ,  ,  ,  , Offer 1 monster on your side of the field as a Tribute to inflict 400 points of Direct Damage to your opponent’s Life Points.
,MFC-089  , Senri Eye  , Spell  , Common  ,,  , Continuous  ,  ,  ,  ," During each of your Standby Phases, you can see 1 card on the top of your opponent’s Deck and return it to its original position by paying 100 Life Points. Your opponent cannot see the card."
,MFC-090  , Emblem of Dragon Destroyer  , Spell  , Common  ,,  , Normal  ,  ,  ,  ," Add 1 ""Buster Blader"" from your Deck or your Graveyard to your hand."
,MFC-091  , Jar Robber  , Spell  , Common  ,,  , Quick-Play  ,  ,  ,  ," You can only activate this card when ""Pot of Greed"" is activated. Negate the effect of the ""Pot of Greed"". You draw 1 card from your Deck."
,MFC-092  , My Body as a Shield  , Spell  , Common  ,,  , Quick-Play  ,  ,  ,  ," When your opponent activates a card that has the effect that destroys 1 or more monsters on the field, pay 1500 Life Points to negate the activation of the card and destroy it."
,MFC-093  , Pigeonholing Books of Spell  , Spell  , Common  ,,  , Quick-Play  ,  ,  ,  ," See the 3 cards from the top of your opponent’s Deck, arrange them in any order desired, and replace them on top of the Deck. Your opponent cannot see the cards."
,MFC-094  , Mega Ton Magical Cannon  , Spell  , Rare  ,,  , Normal  ,  ,  ,  , Remove 10 Spell Counters on your side of the field. Destroy all cards on your opponent’s side of the field.
,MFC-095  , Pitch-Black Power Stone  , Trap  , Common  ,,  , Continuous  ,  ,  ,  ," After activation, put 3 Spell Counters on this card. During each of your turns you can move 1 of this card’s Spell Counters to another face-up card on the field that you can put a Spell Counter on. When there are no Spell Counters on this card this card is destroyed."
,MFC-096  , Amazoness Archers  , Trap  , Super Rare  ,,  , Normal  ,  ,  ,  ," This card can only be activated when your opponent attacks and you control a monster on your side of the field that includes ""Amazoness"" in its card name, or is named ""Amazon Archer"". All monsters on your opponent’s side of the field become face-up Attack Position (Flip effects do not activated) and as long as they remain face up on the field decrease their ATK by 500 points. Your opponent must attack with all these monsters this turn."
,MFC-097  , Dramatic Rescue  , Trap  , Rare  ,,  , Normal  ,  ,  ,  ," You can only activate this card when a monster on your side of the field that includes ""Amazoness"" in its card name, or is named ""Amazon Archer"", is specifically designated as a target by a card. Return the targeted Monster Card to its owner’s hand and Special Summon another monster from your hand in face-up Attack or Defense Position."
,MFC-098  , Exhausting Spell  , Trap  , Common  ,,  , Normal  ,  ,  ,  , Remove all Spell Counters on both sides of the field.
,MFC-099  , Hidden Book of Spell  , Trap  , Common  ,,  , Normal  ,  ,  ,  , You can only activate this card during your turn. Select 2 Spell Cards from your Graveyard and add them to your deck. Your Deck is then shuffled.
,MFC-100  , Miracle Restoring  , Trap  , Common  ,,  , Normal  ,  ,  ,  ," Remove 2 Spell Counters on your side of the field. Special Summon 1 ""Dark Magician"" or ""Buster Blader"" from your Graveyard in face-up Attack or Defense Position."
,MFC-101  , Remove Brainwashing  , Trap  , Common  ,,  , Continuous  ,  ,  ,  ," As long as this card remains face-up on the field, the control of all monsters on the field returns to the original owners."
,MFC-102  ,  Disarmament  , Trap  , Common  ,,  , Normal  ,  ,  ,  , Destroy all Equip Spell Cards on the field.
,MFC-103  , Anti-Spell  , Trap  , Common  ,,  , Counter  ,  ,  ,  , Remove 2 Spell Counters on your side of the field. Negate the activation of a Spell Card and destroy it.
,MFC-104  , The Spell Absorbing Life  , Trap  , Common  ,,  , Normal  ,  ,  ,  , Flip all face-down Defense Position Monster Cards on the field face-up. Flip Effects are not actvated at this time. Increase your Life Points by 400 points for each Effect Monster Card on the field.
